,FOL_tas,ORO_tas,SHA_tas
2091-01-02,283.24146,286.17932,287.85834
2091-01-03,284.73514,286.24515,285.67737
2091-01-04,281.3694,282.66772,279.56348
2091-01-05,278.19467,278.90375,276.7074
2091-01-06,279.32596,280.40588,278.2138
2091-01-07,280.96432,279.9288,274.34378
2091-01-08,280.31998,279.9478,275.21136
2091-01-09,279.89755,279.20663,275.30786
2091-01-10,277.38873,276.84543,273.83786
2091-01-11,274.09042,274.1463,270.83282
2091-01-12,273.42303,274.04297,270.2175
2091-01-13,272.8724,273.81235,270.79575
2091-01-14,275.72653,275.8837,274.18604
2091-01-15,277.42578,278.4166,275.5253
2091-01-16,277.37433,276.2383,274.5638
2091-01-17,278.9574,279.3157,278.19342
2091-01-18,279.0809,284.27087,282.85004
2091-01-19,281.09534,284.77292,284.56537
2091-01-20,284.72708,286.13434,284.89087
2091-01-21,285.06183,287.34204,286.4942
2091-01-22,285.34955,287.56122,285.89032
2091-01-23,286.03195,287.472,284.6222
2091-01-24,286.16232,287.54358,285.75244
2091-01-25,285.9717,287.16116,285.81384
2091-01-26,285.44275,285.87805,285.80862
2091-01-27,285.4937,286.07376,285.44858
2091-01-28,286.16107,286.60516,285.37338
2091-01-29,286.6963,287.3621,286.27286
2091-01-30,287.4558,288.09387,285.27768
2091-01-31,287.7498,286.93243,282.38165
2091-02-01,289.5068,288.48166,284.5236
2091-02-02,285.83905,285.65265,283.9386
2091-02-03,285.77115,285.55927,284.20908
2091-02-04,284.70422,285.70575,285.66187
2091-02-05,286.3107,288.03522,288.6338
2091-02-06,288.3523,289.65778,290.07443
2091-02-07,290.0078,291.75098,289.685
2091-02-08,289.59634,290.82794,289.21057
2091-02-09,289.06476,289.72665,286.72873
2091-02-10,287.88184,288.48456,285.9389
2091-02-11,287.59323,289.00665,287.9514
2091-02-12,288.70364,291.02322,290.442
2091-02-13,289.81744,291.4919,290.08682
2091-02-14,291.44904,292.1885,291.13217
2091-02-15,290.81027,291.53888,289.77322
2091-02-16,284.65463,284.47015,281.14313
2091-02-17,282.1452,282.5255,280.6802
2091-02-18,281.9618,282.17697,280.97827
2091-02-19,283.57004,283.69684,282.94144
2091-02-20,286.77304,286.3645,285.01416
2091-02-21,285.65237,284.96497,283.23602
2091-02-22,284.29504,284.52197,284.15134
2091-02-23,284.72275,284.93973,284.22934
2091-02-24,284.7188,285.87686,284.93457
2091-02-25,286.37198,287.11145,285.63565
2091-02-26,287.11346,288.25452,286.89047
2091-02-27,286.4348,287.60333,286.7907
2091-02-28,287.5356,288.5215,288.52905
2091-03-01,288.93863,289.43283,289.34482
2091-03-02,289.9495,292.05252,290.141
2091-03-03,291.817,294.34433,290.91907
2091-03-04,293.73962,294.53256,292.59775
2091-03-05,289.67877,290.82483,289.07828
