datetime,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,SHA_in,SHA_out,SHA_storage,SHA_evap,SHA_tocs_obs,SHA_precip,SHA_in_fix,ORO_in,ORO_out,ORO_storage,ORO_evap,ORO_tocs_obs,ORO_precip,ORO_in_fix,FOL_in,FOL_out,FOL_storage,FOL_evap,FOL_tocs_obs,FOL_precip,FOL_in_fix,DeltaOut,SNL_storage,HRO_pump,TRP_pump,FMD_storage,UNV_storage,HHL_storage,WY,DeltaIn,netgains,SR_WYI,SR_WYT,SR_WYT_rolling,SJR_WYT,8RI,SHA_fci,ORO_fci,FOL_fci
2001-08-28,4878.0,962.0,486.0,176.0,287.0,564.666666667,15.0,319.0,3718.0,6996.0,2407.252,258.0,4552.1,0.0,3717.77499404,358.0,4551.0,1551.913,135.0,3538.0,0.0,358.737492713,1374.0,1864.0,435.968,64.0,977.0,0.0,1374.42499907,3322.0,760.039,3000.0,4158.0,61.594,92.891,53.96,2001,10480.0,-1777.0,5.65641729113,D,D,D,0.446888924867,77657.7342637,0.0972603024637,200.0
2001-08-29,5652.0,1244.0,631.0,92.0,198.0,453.333333333,0.0,279.0,4629.0,6716.0,2402.771,172.0,4552.1,0.0,4628.82916286,469.0,2397.0,1547.767,117.0,3538.0,0.0,423.72499648,916.0,1814.0,434.075,56.0,977.0,0.0,915.612498393,3001.0,759.765,3327.0,4185.0,60.935,93.343,53.04,2001,10513.0,1857.0,5.65641729113,D,D,D,0.446888924867,78403.6767134,0.0943424933897,200.0
2001-08-30,4637.0,861.0,631.0,89.0,227.5,342.0,0.0,113.0,3808.0,7068.0,2395.761,274.0,4552.1,0.0,3807.79166071,420.0,3557.0,1541.429,103.0,3538.0,0.0,464.591661286,1013.0,1661.0,432.699,46.0,977.0,0.0,1013.2666655,3133.0,762.321,4015.0,4240.0,60.372,93.53,52.067,2001,11388.0,-2359.0,5.65641729113,D,D,D,0.446888924867,78291.2845384,0.091512218588,200.0
2001-08-31,4882.0,1164.0,448.0,227.5,257.0,170.0,32.0,294.5,4299.0,7316.0,2389.562,108.0,4552.1,0.0,4298.67082807,647.0,1586.0,1539.321,80.0,3538.0,0.0,603.216664877,982.0,2036.0,430.527,41.0,977.0,0.0,981.949998156,4050.0,760.039,3011.0,4262.0,59.719,93.117,51.102,2001,11323.0,-3229.0,5.65641729113,D,D,D,0.446888924867,78675.3911396,0.0887668520304,200.0
2001-09-01,4060.0,623.0,265.0,366.0,174.0,504.0,0.0,476.0,2973.0,6859.0,2381.425,216.0,4552.1,0.0,2972.59582643,356.0,1016.0,1537.917,93.0,3538.0,0.0,401.149998808,942.0,1741.0,428.861,41.0,977.0,0.0,942.058331919,4576.0,752.117,2670.0,4211.0,59.255,93.103,50.563,2001,11457.0,-395.0,5.65641729113,D,D,D,0.417154710041,77714.217409,0.0861038464695,200.0
2001-09-02,3937.0,1766.0,438.0,142.0,287.0,18.0,1.0,262.0,2438.0,6931.0,2372.155,181.0,4552.1,0.0,2438.37499213,1152.0,1324.0,1542.66,99.0,3538.0,0.0,1107.26250403,847.0,1765.0,426.916,63.0,977.0,0.0,847.395831682,4355.0,756.393,2531.0,4179.0,58.792,92.705,50.145,2001,11065.0,-1229.0,5.65641729113,D,D,D,0.417154710041,76266.8815307,0.0835207310754,200.0
2001-09-03,3968.0,1191.0,298.0,290.0,248.0,365.0,0.0,332.0,2577.0,7052.0,2362.908,187.0,4552.1,0.0,2576.97082548,369.0,1632.0,1539.936,110.0,3538.0,0.0,368.649997687,897.0,1809.0,424.982,63.0,977.0,0.0,896.941665025,4536.0,762.138,2531.0,4164.0,58.331,92.122,49.729,2001,11231.0,1164.0,5.65641729113,D,D,D,0.417154710041,75030.5082796,0.0810151091431,200.0
2001-09-04,4434.0,299.0,406.0,256.0,258.0,230.0,5.0,345.0,3644.0,7517.0,2354.836,197.0,4548.76875,0.0,3644.36665981,403.0,3885.0,1531.87,102.0,3530.1875,0.0,403.445829655,713.0,1846.0,422.619,58.0,975.71875,0.0,712.65416466,3865.0,763.691,3526.0,4180.0,57.78,91.596,49.137,2001,11571.0,1678.0,5.65641729113,D,D,D,0.417154710041,74923.3495255,0.0785846558689,200.0
2001-09-05,5086.0,563.0,347.0,222.0,312.0,95.0,0.0,262.0,4081.0,7206.0,2348.324,158.0,4545.4375,0.0,4080.86666114,437.0,3306.0,1525.928,128.0,3522.375,0.0,438.241661622,689.0,1785.0,420.331,58.0,974.4375,0.0,689.466664724,3798.0,762.869,3303.0,4297.0,57.14,91.675,48.665,2001,11398.0,912.0,5.65641729113,D,D,D,0.417154710041,75258.0487103,0.0762271161928,200.0
2001-09-06,4724.0,660.0,144.0,73.0,149.0,147.0,0.0,179.0,3675.0,7194.0,2340.854,247.0,4542.10625,0.0,3674.87499366,248.0,4250.0,1518.0,83.0,3514.5625,0.0,335.966659936,861.0,1807.0,418.349,53.0,973.15625,0.0,860.741664984,3552.0,765.976,3856.0,4269.0,56.594,91.346,48.021,2001,11677.0,1401.0,5.65641729113,D,D,D,0.417154710041,75170.0212685,0.073940302707,200.0
2001-09-07,5500.0,1032.0,300.0,72.0,1320.0,385.0,25.0,117.5,4102.0,6465.0,2335.89,140.0,4538.775,0.0,4102.31666245,212.0,4075.0,1510.174,77.0,3506.75,0.0,206.391660022,930.0,1870.0,416.366,60.0,971.875,0.0,930.237498316,3606.0,768.722,3942.0,4209.0,56.051,91.438,47.264,2001,11757.0,-866.0,5.65641729113,D,D,D,0.417154710041,75513.8368675,0.0717220936258,200.0
2001-09-08,4450.0,958.0,532.0,106.0,736.5,388.0,0.0,56.0,3515.0,6568.0,2329.224,308.0,4535.44375,0.0,3515.22499434,369.0,921.0,1508.961,103.0,3498.9375,0.0,412.445832303,697.0,1894.0,413.888,52.0,970.59375,0.0,696.674997896,3582.0,771.379,3933.0,4236.0,55.6,91.425,46.743,2001,11751.0,-477.0,5.65641729113,D,D,D,0.417154710041,75253.3700185,0.069570430817,200.0
2001-09-09,2197.0,1232.0,280.0,91.6666666667,153.0,391.0,35.0,251.0,1027.0,6532.0,2317.807,251.0,4532.1125,0.0,1026.92915697,1023.0,17.0,1509.48,88.0,3491.125,0.0,366.662500441,651.0,1831.0,411.435,57.0,969.3125,0.0,651.279164584,3975.0,779.277,3384.0,4247.0,55.151,91.412,46.224,2001,11606.0,-2055.0,5.65641729113,D,D,D,0.417154710041,72517.6306745,0.0674833178925,200.0
2001-09-10,5141.0,1539.0,514.0,77.3333333333,174.0,432.5,0.0,252.0,3782.0,6136.0,2312.883,128.0,4528.78125,0.0,3781.48332915,491.0,2298.0,1506.883,71.0,3483.3125,0.0,1059.67916446,688.0,1871.0,408.985,52.0,968.03125,0.0,687.791664587,4624.0,781.579,3022.0,4184.0,54.703,90.914,45.537,2001,11830.0,-1282.0,5.65641729113,D,D,D,0.417154710041,72673.2324699,0.0654588183557,200.0
2001-09-11,5425.0,1291.0,280.0,63.0,369.0,474.0,0.0,107.0,3803.0,5438.0,2309.475,83.0,4525.45,0.0,3802.79999711,992.0,5530.0,1496.868,77.0,3475.5,0.0,557.77082483,854.0,1776.0,407.095,31.0,966.75,0.0,854.124998395,4036.0,783.79,3891.0,4254.0,54.168,91.124,44.742,2001,12181.0,2195.0,5.65641729113,D,D,D,0.417154710041,72842.3708436,0.0634950538051,200.0
2001-09-12,5218.0,895.0,205.0,198.0,349.0,86.0,1.0,332.0,3678.0,5386.0,2305.877,106.0,4522.11875,0.0,3678.00833028,7.0,1940.0,1493.684,65.0,3467.6875,0.0,399.73333063,869.0,1843.0,405.083,40.0,965.46875,0.0,868.616664958,3871.0,786.188,3984.0,4179.0,53.636,91.111,44.233,2001,12034.0,3776.0,5.65641729113,D,D,D,0.417154710041,72878.2606317,0.0615902021909,200.0
2001-09-13,5267.0,1217.0,298.0,60.0,296.0,132.0,23.0,206.0,4193.0,5895.0,2302.28,111.0,4518.7875,0.0,4192.51249695,481.0,1798.0,1491.019,70.0,3459.875,0.0,524.395831071,644.0,1893.0,402.523,42.0,964.1875,0.0,644.33333116,4868.0,791.361,3474.0,4236.0,53.194,91.281,43.504,2001,12578.0,1869.0,5.65641729113,D,D,D,0.417154710041,73426.860097,0.0597424961252,200.0
2001-09-14,5107.0,1243.0,393.0,74.5,351.0,178.0,6.0,71.0,3976.0,5891.0,2298.317,83.0,4515.45625,0.0,3975.98749664,1178.0,1570.0,1490.246,85.0,3452.0625,0.0,1265.27916601,835.0,1351.0,401.416,42.0,962.90625,0.0,834.88749906,5348.0,796.268,3443.0,3814.0,52.7,90.797,42.8,2001,12605.0,-1350.0,5.65641729113,D,D,D,0.417154710041,73731.5045888,0.0579502212414,200.0
2001-09-15,4734.0,1244.0,289.0,89.0,215.0,409.0,24.0,165.0,3679.0,6741.0,2291.915,166.0,4512.125,0.0,3679.32499456,453.0,582.0,1489.731,88.0,3444.25,0.0,410.354166229,852.0,1663.0,399.755,26.0,961.625,0.0,851.579165256,4736.0,798.494,3962.0,3560.0,52.2,90.914,42.1,2001,12258.0,2831.0,5.65641729113,D,D,D,0.417154710041,73724.2543539,0.0562117146042,200.0
2001-09-16,4534.0,1265.0,289.0,73.5,248.0,134.0,0.0,2.0,3743.0,6363.0,2286.455,133.0,4508.79375,0.0,3743.24999536,980.0,21.0,1491.363,93.0,3436.4375,0.0,936.800001386,767.0,1783.0,397.634,53.0,960.34375,0.0,766.662498199,4277.0,804.439,3967.0,3576.0,51.7,91.071,41.4,2001,11820.0,2921.0,5.65641729113,D,D,D,0.417154710041,73781.2916316,0.0545253631661,200.0
2001-09-17,4130.0,1374.0,456.0,58.0,141.0,266.0,46.0,158.0,3298.0,6660.0,2279.502,143.0,4505.4625,0.0,3297.52916076,1380.0,1784.0,1491.105,73.0,3428.625,0.0,1726.92499978,965.0,2190.0,395.104,51.0,959.0625,0.0,965.458331185,3970.0,806.393,4264.0,3578.0,51.186,91.241,41.241,2001,11812.0,3073.0,5.65641729113,D,D,D,0.417154710041,73389.7562108,0.0528896022711,200.0
2001-09-18,4658.0,947.0,183.0,59.0,117.0,398.0,0.0,287.0,3245.0,6200.0,2273.324,160.0,4502.13125,0.0,3245.25832809,1982.0,1776.0,1490.074,76.0,3420.8125,0.0,1332.20416579,1374.0,2016.0,393.736,48.0,957.78125,0.0,1374.29999884,3951.0,808.535,3898.0,4068.0,50.668,91.241,40.481,2001,11917.0,3250.0,5.65641729113,D,D,D,0.417154710041,72965.5267283,0.0513029142029,200.0
2001-09-19,4581.0,1434.0,37.0,133.0,758.0,337.0,0.0,288.0,3128.0,6750.0,2265.835,154.0,4498.8,0.0,3128.29582698,1851.0,1509.0,1491.105,82.0,3413.0,0.0,2110.79583421,1138.0,1768.0,392.441,23.0,956.5,0.0,1138.10416557,3783.0,809.28,3956.0,4235.0,50.067,91.24,39.728,2001,11974.0,4046.0,5.65641729113,D,D,D,0.417154710041,72445.5462189,0.0497638267769,200.0
2001-09-20,4088.0,415.0,274.0,244.5,359.0,276.0,0.0,247.5,3209.0,7149.0,2257.63,197.0,4495.46875,0.0,3209.31249303,934.0,1325.0,1490.246,85.0,3405.1875,0.0,976.920832604,763.0,1705.0,390.481,46.0,955.21875,0.0,762.833331669,4062.0,811.518,3407.0,4170.0,49.64,91.24,39.141,2001,11639.0,1346.0,5.65641729113,D,D,D,0.417154710041,72032.581401,0.0482709119736,200.0
2001-09-21,4092.0,823.0,176.0,356.0,180.0,215.0,31.0,207.0,3277.0,7148.0,2249.626,164.0,4492.1375,0.0,3276.6499932,1751.0,1851.0,1489.817,117.0,3397.375,0.0,1751.71249964,1001.0,1719.0,388.994,32.0,953.9375,0.0,1001.3041654,4045.0,812.451,3391.0,4132.0,49.045,91.202,39.611,2001,11568.0,1724.0,5.65641729113,D,D,D,0.417154710041,71707.6023241,0.0468227846143,200.0
2001-09-22,4040.0,1522.0,314.0,264.0,357.0,403.0,1.0,212.0,2791.0,6676.0,2241.639,142.0,4488.80625,0.0,2791.22082655,2324.0,807.0,1492.652,88.0,3389.5625,0.0,2324.31250241,622.0,1885.0,386.426,32.0,952.65625,0.0,622.29999782,4486.0,813.011,2927.0,4135.0,48.454,91.071,38.558,2001,11548.0,1660.0,5.65641729113,D,D,D,0.417154710041,70913.4430345,0.0454181010759,200.0
2001-09-23,4408.0,852.0,74.0,172.0,210.0,329.0,8.0,315.0,2980.0,6581.0,2234.236,131.0,4485.475,0.0,2979.65416038,1820.0,257.0,1495.577,88.0,3381.75,0.0,1819.68750248,527.0,2035.0,383.35,43.0,951.375,0.0,527.183330722,4180.0,816.841,3732.0,4146.0,47.95,91.058,38.0,2001,12058.0,2648.0,5.65641729113,D,D,D,0.417154710041,70347.4250431,0.0440555580436,200.0
2001-09-24,5288.0,1314.0,74.0,362.0,153.0,384.666666667,0.0,316.0,3853.0,6582.0,2228.499,163.0,4482.14375,0.0,3852.59582846,1424.0,2860.0,1492.738,82.0,3373.9375,0.28,1510.67083092,592.0,1656.0,381.146,47.0,950.09375,0.0,591.816664795,3728.0,818.805,2761.0,4097.0,47.388,91.045,38.347,2001,10586.0,-50.0,5.65641729113,D,D,D,0.417154710041,70682.6496194,0.322733891302,200.0
2001-09-25,5686.0,1315.0,255.0,452.0,471.0,440.333333333,38.0,118.0,4153.0,6665.0,2223.333,92.0,4478.8125,0.65,4152.47499561,1808.0,3497.0,1489.13,44.0,3366.125,0.12,1721.9666636,652.0,1787.0,378.816,40.0,948.8125,0.44,652.291664688,6340.0,820.209,3332.0,4268.0,46.619,91.124,38.347,2001,13940.0,4328.0,5.65641729113,D,D,D,0.417154710041,71300.9921341,0.433051874563,200.0
2001-09-26,5026.0,1084.0,149.0,438.0,180.0,496.0,55.0,149.0,3336.0,6234.0,2217.445,70.0,4475.48125,0.3,3335.46666167,1706.0,2187.0,1488.015,82.0,3358.3125,0.0,1706.85416572,686.0,1626.0,376.901,25.0,947.53125,0.0,685.520831707,6795.0,819.46,3488.0,3771.0,45.96,91.124,38.137,2001,14054.0,4862.0,5.65641729113,D,D,D,0.417154710041,71071.409189,0.420060318326,200.0
2001-09-27,4638.0,1297.0,139.0,343.0,271.0,205.0,0.0,25.0,2893.0,5339.0,2212.476,59.0,4472.15,0.0,2892.79582911,2324.0,4115.0,1484.416,67.0,3350.5,0.0,2367.50416361,761.0,1762.0,374.855,31.0,946.25,0.0,761.474998263,5459.0,823.207,4892.0,3599.0,45.143,91.124,37.822,2001,13950.0,2788.0,5.65641729113,D,D,D,0.417154710041,70410.6345587,0.407458508777,200.0
2001-09-28,4998.0,1298.0,288.0,119.0,31.0,140.0,0.0,204.0,3012.0,5087.0,2208.06,151.0,4468.81875,0.0,3011.59999625,2001.0,1804.0,1484.586,67.0,3342.6875,0.0,1956.70833348,754.0,1788.0,372.743,31.0,944.96875,0.0,754.199998207,4865.0,823.019,3791.0,4034.0,44.414,91.111,37.561,2001,12690.0,850.0,5.65641729113,D,D,D,0.417154710041,69901.702827,0.395234753513,200.0
2001-09-29,4593.0,1347.0,187.0,119.0,241.0,242.0,17.0,205.0,3011.0,5259.0,2203.302,151.0,4465.4875,0.0,3011.17499596,1846.0,2121.0,1483.902,70.0,3334.875,0.0,1846.14999942,1138.0,1733.0,371.502,31.0,943.6875,0.0,1138.32916561,4490.0,825.082,3934.0,4201.0,44.334,91.097,37.614,2001,12625.0,2068.0,5.65641729113,D,D,D,0.417154710041,69417.7926816,0.383377710908,200.0
2001-09-30,5078.0,871.0,308.0,109.0,365.0,28.0,0.0,179.0,3485.0,5152.0,2199.643,178.0,4462.15625,0.0,3485.25416356,1971.0,17.0,1487.5,96.0,3327.0625,0.0,1926.99166972,4.0,1877.0,367.582,103.0,942.40625,0.0,3.66666333851,4115.0,829.59,4042.0,4196.0,44.253,91.294,37.561,2001,12353.0,-160.0,5.65641729113,D,D,D,0.417154710041,69432.1572111,0.371876379581,200.0
2001-10-01,4745.0,912.0,112.0,99.0,564.0,449.0,24.0,153.0,3130.0,5074.0,2195.436,177.0,4458.825,0.0,3129.97082976,2060.0,5285.0,1480.651,143.0,3319.25,0.0,1974.96249419,469.0,1644.0,365.113,70.0,941.125,0.0,469.212497904,3741.0,832.317,3853.0,4175.0,44.253,92.36,37.509,2002,11769.0,1854.0,6.26311172511,D,D,D,0.424302148046,100000.0,0.0,200.0
2001-10-02,5118.0,395.0,237.0,280.0,6.0,169.0,0.0,142.0,3573.0,4556.0,2193.241,124.0,4455.49375,0.0,3573.3541648,1716.0,2775.0,1478.6,148.0,3311.4375,0.0,1888.95416493,429.0,1825.0,362.271,37.0,939.84375,0.0,429.15833092,3660.0,834.293,3917.0,4184.0,44.253,92.731,37.457,2002,11761.0,2657.0,6.26311172511,D,D,D,0.424302148046,98573.3541648,0.0,200.0
2001-10-03,4624.0,630.0,373.0,74.0,184.0,191.25,79.0,53.0,3613.0,5015.0,2190.131,166.0,4452.1625,0.0,3613.04166403,2181.0,3336.0,1476.04,136.0,3303.625,0.0,2181.33333116,254.0,1841.0,359.049,37.0,938.5625,0.0,253.574997264,3514.0,836.46,3671.0,4200.0,44.173,92.917,37.405,2002,11385.0,4456.0,6.26311172511,D,D,D,0.424302148046,97257.7281206,0.0,200.0
2001-10-04,3370.0,543.0,101.0,55.0,165.0,213.5,0.0,109.0,2350.0,4951.0,2180.85,150.0,4448.83125,0.0,421.829158787,2124.0,2582.0,1475.016,101.0,3295.8125,0.0,2166.73333246,303.0,1846.0,355.918,36.0,937.28125,0.0,303.454164008,3368.0,838.629,2493.0,4138.0,44.173,93.13,37.301,2002,9999.0,-2386.0,6.26311172511,D,D,D,0.424302148046,92816.6708733,0.0,200.0
2001-10-05,3371.0,986.0,217.0,56.0,648.0,235.75,0.0,373.0,3715.0,4115.0,2179.759,150.0,4445.5,0.0,3714.95416574,2786.0,2507.0,1475.272,65.0,3288.0,0.0,2701.06666688,153.0,1724.0,352.731,36.0,936.0,0.0,153.220830628,2832.0,833.823,1950.0,4240.0,44.092,93.13,37.249,2002,9022.0,-751.0,6.26311172511,D,D,D,0.424302148046,91890.7914954,0.0,200.0
2001-10-06,3931.0,986.0,255.0,86.0,648.0,258.0,78.0,134.0,2858.0,3879.0,2177.576,80.0,4381.6,0.0,2858.40416481,2067.0,767.0,1477.746,52.0,3250.5,0.0,2066.30833543,325.0,1638.0,350.077,25.0,911.4,0.0,324.941664413,5381.0,826.865,1024.0,4169.0,44.012,93.477,37.197,2002,10574.0,440.0,6.26311172511,D,D,D,0.424302148046,90154.6560855,0.0,200.0
2001-10-07,4050.0,835.0,132.0,121.0,34.0,291.666666667,0.0,33.0,2851.0,3505.0,2176.121,80.0,4361.44054054,0.0,2851.43749876,2134.0,13.0,1481.848,52.0,3248.13513514,0.0,2133.09167015,222.0,1535.0,347.424,25.0,903.645945946,0.0,222.445831081,4893.0,829.966,577.0,4164.0,43.932,93.463,37.094,2002,9634.0,858.0,6.26311172511,D,D,D,0.424302148046,88498.3607799,0.0,200.0
2001-10-08,4389.0,988.0,273.0,156.0,308.0,325.333333333,31.0,199.0,3110.0,3397.0,2175.393,80.0,4341.28108108,0.0,3109.96666605,1962.0,1744.0,1482.19,46.0,3245.77027027,0.0,1962.42500029,349.0,1472.0,345.109,44.0,895.891891892,0.0,348.854164701,4502.0,826.772,571.0,4153.0,43.852,93.637,37.042,2002,9226.0,169.0,6.26311172511,D,D,D,0.424302148046,87183.409407,0.0,200.0
2001-10-09,4572.0,118.0,258.0,138.0,81.0,359.0,11.0,99.0,3043.0,2974.0,2175.212,160.0,4321.12162162,0.0,3042.74583318,1087.0,2005.0,1480.309,74.0,3243.40540541,0.0,1130.6624984,265.0,1460.0,342.673,33.0,888.137837838,0.0,264.849997932,4150.0,824.332,550.0,4197.0,43.771,93.838,36.99,2002,8897.0,1707.0,6.26311172511,D,D,D,0.424302148046,85866.9847698,0.0,200.0
2001-10-10,4390.0,921.0,121.0,121.0,295.0,386.0,0.0,99.0,3514.0,3661.0,2174.666,128.0,4300.96216216,0.0,3513.72499954,1894.0,2589.0,1478.771,80.0,3241.04054054,0.0,1893.59166536,219.0,1415.0,340.182,60.0,880.383783784,0.0,219.120831218,3488.0,820.677,544.0,4234.0,43.691,94.186,36.887,2002,8266.0,2678.0,6.26311172511,D,D,D,0.424302148046,85087.3605309,0.0,200.0
2001-10-11,4185.0,603.0,153.0,104.0,306.0,413.0,39.0,210.0,3152.0,3407.0,2173.938,112.0,4280.8027027,0.0,3151.96666605,1949.0,3506.0,1475.442,77.0,3238.67567568,0.0,1904.62916384,293.0,1745.0,337.22,41.0,872.62972973,0.0,292.658330819,3612.0,817.776,400.0,4187.0,43.612,94.469,36.835,2002,8199.0,1161.0,6.26311172511,D,D,D,0.424302148046,83984.9591704,0.0,200.0
2001-10-12,4895.0,965.0,247.0,60.0,289.0,191.0,0.0,77.0,3422.0,3094.0,2174.302,144.0,4260.64324324,0.0,3421.51666698,2888.0,3870.0,1473.482,92.0,3236.31081081,0.0,2973.83333167,266.0,1534.0,334.628,39.0,864.875675676,0.0,266.199997799,3061.0,810.772,348.0,4141.0,43.532,94.576,36.784,2002,7550.0,295.0,6.26311172511,D,D,D,0.424302148046,83207.2278788,0.0,200.0
2001-10-13,5300.0,690.0,247.0,16.0,241.0,89.0,22.0,77.5,3573.0,2759.0,2175.757,80.0,4240.48378378,0.0,3572.56250124,1820.0,2798.0,1471.098,138.0,3233.94594595,0.0,1734.06666464,270.0,1238.0,332.676,16.0,857.121621622,0.0,269.866665009,3362.0,808.441,351.0,4100.0,43.452,94.563,36.732,2002,7813.0,293.0,6.26311172511,D,D,D,0.424302148046,82619.4289861,0.0,200.0
2001-10-14,4259.0,653.0,262.0,21.0,99.0,226.5,0.0,78.0,2731.0,2872.0,2175.212,134.0,4220.32432432,0.0,2731.2291662,2987.0,3615.0,1469.907,101.0,3231.58108108,0.0,3115.53749899,231.0,1598.0,329.932,16.0,849.367567568,0.0,230.566664337,3220.0,809.28,406.0,4107.0,43.372,94.819,36.681,2002,7733.0,15.0,6.26311172511,D,D,D,0.424302148046,81219.686703,0.0,200.0
2001-10-15,5335.0,653.0,257.0,22.0,227.0,364.0,31.0,217.0,3729.0,3100.0,2176.121,171.0,4200.16486486,0.0,3729.28750077,1809.0,3388.0,1466.423,49.0,3229.21621622,0.0,1680.48333038,243.0,1578.0,327.204,40.0,841.613513514,0.0,242.633331017,2943.0,808.907,344.0,4248.0,43.308,94.927,36.609,2002,7535.0,-1594.0,6.26311172511,D,D,D,0.424302148046,80887.9898687,0.0,200.0
2001-10-16,5016.0,697.0,284.0,53.0,208.0,106.0,34.0,175.0,3091.0,2736.0,2176.667,80.0,4180.00540541,0.0,3091.27500046,2920.0,2595.0,1467.442,68.0,3226.85135135,0.0,3176.7458342,234.0,1571.0,324.492,30.0,833.859459459,0.0,233.699997697,1015.0,804.439,348.0,3676.0,43.244,95.252,36.537,2002,5039.0,-2744.0,6.26311172511,D,D,D,0.424302148046,79934.8653757,0.0,200.0
2001-10-17,4894.0,697.0,226.0,90.0,274.0,326.5,0.0,133.0,3531.0,3257.0,2177.03,91.0,4159.84594595,0.0,3531.01250031,2700.0,3800.0,1464.641,55.0,3224.48648649,0.0,2442.82916429,164.0,1546.0,321.731,10.0,826.105405405,0.0,163.995830989,2245.0,801.65,366.0,3527.0,43.181,95.483,36.465,2002,6138.0,-2142.0,6.26311172511,D,D,D,0.424302148046,79469.1346072,0.0,200.0
2001-10-18,4766.0,1356.0,294.0,127.0,288.0,547.0,0.0,107.0,3614.0,3394.0,2177.212,128.0,4139.68648649,0.0,3613.75833349,3472.0,3799.0,1463.029,58.0,3222.12162162,0.0,3044.28333196,157.0,1479.0,319.053,28.0,818.351351351,0.0,156.841664393,3495.0,797.937,0.0,3443.0,43.117,95.618,36.393,2002,6938.0,-755.0,6.26311172511,D,D,D,0.424302148046,79109.4362103,0.0,200.0
2001-10-19,4307.0,883.0,294.0,164.0,207.0,251.0,0.0,68.0,3091.0,3383.0,2176.303,166.0,4119.52702703,0.0,3090.71249923,2183.0,3367.0,1461.25,55.0,3219.75675676,0.0,2525.08749849,195.0,1507.0,316.378,37.0,810.597297297,0.0,195.354164396,3709.0,789.974,528.0,3368.0,43.054,95.822,36.321,2002,7605.0,659.0,6.26311172511,D,D,D,0.424302148046,78244.676899,0.0,200.0
2001-10-20,4113.0,1245.0,338.0,169.25,257.0,215.0,0.0,68.0,2967.0,3346.0,2175.393,80.0,4099.36756757,0.0,2967.20833256,2755.0,3164.0,1461.504,61.0,3217.39189189,0.0,3353.05833355,304.0,1554.0,313.85,25.0,802.843243243,0.0,304.46666452,3849.0,793.952,185.0,3363.0,42.975,95.795,36.167,2002,7397.0,-1010.0,6.26311172511,D,D,D,0.424302148046,77299.6513867,0.0,200.0
2001-10-21,4203.0,507.0,328.0,174.5,202.0,179.0,0.0,198.0,2653.0,3307.0,2173.938,80.0,4079.20810811,0.0,2653.43749876,2648.0,3660.0,1458.541,55.0,3215.02702703,0.0,2221.15416415,127.0,1434.0,311.204,27.0,795.089189189,0.0,126.974997753,3286.0,792.934,586.0,3371.0,42.975,95.795,36.065,2002,7243.0,-846.0,6.26311172511,D,D,D,0.424302148046,76088.1063161,0.0,200.0
2001-10-22,4773.0,825.0,355.0,179.75,167.0,133.0,0.0,325.0,3402.0,3414.0,2173.756,80.0,4059.04864865,0.0,3402.24166651,2432.0,3147.0,1455.92,52.0,3212.66216216,0.0,1877.57916444,280.0,1466.0,308.818,17.0,787.335135135,0.0,280.058331308,3660.0,789.697,533.0,3359.0,42.975,95.89,35.963,2002,7552.0,-506.0,6.26311172511,D,D,D,0.424302148046,75685.9426668,0.0,200.0
2001-10-23,4942.0,784.0,198.0,185.0,369.0,213.5,0.0,169.0,3586.0,3414.0,2173.938,80.0,4038.88918919,0.0,3585.75833349,1642.0,3983.0,1452.374,43.0,3210.2972973,0.0,2238.22499699,306.0,1483.0,306.438,23.0,779.581081081,0.0,306.083331313,7678.0,786.834,564.0,0.0,42.896,96.231,35.861,2002,8242.0,218.0,6.26311172511,D,D,D,0.424302148046,75487.4038669,0.0,200.0
2001-10-24,4355.0,785.0,187.0,121.0,456.0,294.0,0.0,243.0,3306.0,3685.0,2172.847,171.0,4018.72972973,0.0,3305.95416574,1556.0,4035.0,1447.152,70.0,3207.93243243,0.0,1472.24166223,26.0,1317.0,303.84,19.0,771.827027027,0.0,26.1749977942,6095.0,782.592,573.0,2396.0,42.896,96.423,35.708,2002,9064.0,538.0,6.26311172511,D,D,D,0.424302148046,75018.9878393,0.0,200.0
2001-10-25,4438.0,693.0,227.0,57.0,506.0,538.0,0.0,96.0,3523.0,3794.0,2172.119,96.0,3998.57027027,0.0,3522.96666605,729.0,3597.0,1441.354,55.0,3205.56756757,0.0,728.841661744,275.0,1470.0,301.433,19.0,764.072972973,0.0,275.47083129,4871.0,778.909,535.0,2400.0,42.816,96.656,35.607,2002,7806.0,-4.0,6.26311172511,D,D,D,0.424302148046,74791.0051134,0.0,200.0
2001-10-26,4849.0,744.0,282.0,55.6666666667,549.0,377.0,0.0,59.0,3595.0,3655.0,2171.756,123.0,3978.41081081,0.0,3594.98749969,1305.0,3406.0,1436.996,55.0,3203.2027027,0.0,1263.84166297,194.0,1466.0,298.859,26.0,756.318918919,0.0,194.274997815,6834.0,774.223,589.0,2392.0,42.816,96.971,35.505,2002,9815.0,1055.0,6.26311172511,D,D,D,0.424302148046,74646.4423574,0.0,200.0
