,MED_swe,SDF_swe,SLT_swe,SNM_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe
2039-12-01,0.0,7.5632124,0.0,0.0,0.0,25.577045,0.0,0.0,0.0,107.27532,173.21928,23.578083,181.38107,16.174095,16.174095,278.58304
2039-12-02,0.0,0.0,0.0,0.0,0.0,16.041023,0.0,0.0,0.0,101.05064,168.16493,13.587165,174.25015,3.4191902,3.4191902,276.4445
2039-12-03,0.0,0.0,0.0,0.0,0.0,9.432421,0.0,0.0,0.0,91.941505,163.1329,0.0,165.50793,0.0,0.0,272.96204
2039-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33135,158.78012,0.0,157.8685,0.0,0.0,270.22736
2039-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.16489,154.65294,0.0,152.05887,0.0,0.0,267.9935
2039-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.917534,149.99062,0.0,145.89975,0.0,0.0,264.43796
2039-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.109802,145.85023,0.0,140.18831,0.0,0.0,262.3528
2039-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.18996,140.30852,0.0,129.51447,0.0,0.0,256.28052
2039-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.931072,130.33986,0.0,119.74816,0.0,0.0,249.84894
2039-12-10,0.0021218858,0.0,0.0,0.0014765243,0.0,0.0,0.0,0.0,0.0,16.149702,120.830086,0.0,109.601166,0.0,0.0,243.83588
2039-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.623066,119.65099,0.0,107.48896,0.0,0.0,242.73422
2039-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8108015,117.7772,0.0,99.98693,0.0,0.0,240.24745
2039-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.812195,0.0,96.68161,0.0,0.0,238.75096
2039-12-14,5.529985,3.183222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.374374,121.44292,0.0,98.463196,0.0,0.0,240.85136
2039-12-15,8.464786,2.7039273,0.0,0.0,0.0,8.535941,0.0,0.0,0.0,27.693224,138.7551,0.0,106.7663,0.0,0.0,259.24554
2039-12-16,17.524097,8.5055275,0.0,5.712887,0.0067262556,20.272797,0.0,0.0,0.0019625449,28.159176,186.03249,0.0032378708,124.27711,0.0032469777,0.0032469777,333.2459
2039-12-17,18.642166,11.2235775,0.0,8.158434,8.584947,22.613194,0.0,0.0,0.0,33.645287,191.4785,7.7853985,131.73572,4.408711,4.408711,340.08398
2039-12-18,26.358833,14.753323,0.0,19.971085,12.0618305,31.310883,0.0,0.0,0.0,39.831516,200.11891,7.1472178,138.96512,8.874304,8.874304,344.6049
2039-12-19,25.67291,9.250057,0.0,10.147369,5.8031197,27.444563,0.0,0.0,0.0,36.70755,200.5741,1.2108866,140.2964,9.11976,9.11976,344.80914
2039-12-20,35.756397,11.5344925,0.0,29.508793,0.32369298,32.1324,0.0,0.0,0.0,56.238514,237.35469,0.08699166,174.29538,15.938694,15.938694,375.8557
2039-12-21,35.66646,10.235874,0.0,31.722015,0.0,34.481655,0.0,0.0,0.0,57.914455,238.94655,1.1790696,176.65378,18.039705,18.039705,377.71878
2039-12-22,32.878357,7.4266233,0.0,28.150232,0.0,34.082737,0.0,0.0,0.0,55.67551,239.13828,0.0,176.53786,11.525226,11.525226,377.89783
2039-12-23,31.899479,2.3025887,0.0,19.059177,0.0,33.848103,0.0,0.0,0.0,48.257137,242.38048,0.0,186.86928,3.5159478,3.5159478,395.78644
2039-12-24,32.540657,1.0029693,0.0,19.469826,0.0,34.90408,0.0,0.0,0.0,48.56688,241.6246,0.0,187.56882,0.0,0.0,396.57794
2039-12-25,32.46666,0.0,0.0,16.521679,0.0,35.27308,0.0,0.0,0.0,48.434303,241.13303,0.0,186.33844,0.0,0.0,396.52206
2039-12-26,29.546728,0.0,0.0,10.5838175,0.0,33.42398,0.0,0.0,0.0,47.44837,240.66109,0.0,185.14125,0.0,0.0,396.29797
2039-12-27,27.811731,0.0,0.0,1.8945744,0.0,29.802446,0.0,0.0,0.0,41.712105,240.08722,0.0,181.0257,0.0,0.0,396.1946
2039-12-28,25.90976,0.0,0.0,0.0,0.0,26.36774,0.0,0.0,0.0,40.01139,239.50243,0.0,179.80844,0.0,0.0,395.86533
2039-12-29,24.180368,0.0,0.0,0.0,0.0,24.718925,0.0,0.0,0.0,38.35454,239.40038,0.0,178.04602,0.0,0.0,395.37704
2039-12-30,19.716528,0.0,0.0,0.0,0.0,22.009151,0.0,0.0,0.0,36.41004,239.15839,0.0,176.42752,0.0,0.0,395.01526
2039-12-31,15.8452,0.0,0.0,0.0,0.0,16.950373,0.0,0.0,0.0,31.2423,238.79085,0.0,173.04015,0.0,0.0,394.92172
2040-01-01,11.57492,0.0,0.0,0.0,0.0,13.19993,0.0,0.0,0.0,22.548475,238.58955,0.0,167.39105,0.0,0.0,394.69745
2040-01-02,2.796502,0.0,0.0,0.0,0.0,4.7223363,0.0,0.0,0.0,11.239182,232.8261,0.0,158.6189,0.0,0.0,389.4826
2040-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.95006,0.0,151.08005,0.0,0.0,385.66766
2040-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.47856,0.0,148.00502,0.0,0.0,384.89206
2040-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.18735,0.0,141.91438,0.0,0.0,382.17657
2040-01-06,0.0,0.0,0.0,0.0,0.0,0.0012262517,0.0,0.0,0.0,0.0,226.98215,0.0,143.50282,0.0,0.0,382.77548
2040-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.862859,231.0997,0.0,145.1849,0.0,0.0,382.85025
2040-01-08,1.927085,1.9063076,0.0023955558,11.952881,0.4076873,6.6577935,0.0,0.002165713,0.0013055211,10.961802,232.28162,0.0027662285,146.20502,0.0017772693,0.0017772693,384.4107
2040-01-09,5.6236715,13.260111,0.0,26.663208,27.222282,29.772009,0.0,0.0,0.0,43.443542,251.85944,20.732513,165.61655,19.836548,19.836548,397.32788
2040-01-10,7.6076317,11.92757,0.0,9.176599,10.481146,22.176155,0.0,0.0,0.0,50.03942,278.57166,9.770268,189.06332,9.317428,9.317428,462.66064
2040-01-11,22.336807,23.760448,0.0,35.16931,15.922071,34.908714,0.0,0.0,0.0,62.715935,304.0458,4.8760004,228.17563,19.712023,19.712023,502.20352
2040-01-12,25.9977,43.76935,4.848361,36.470192,22.042784,38.454227,0.0,0.0013175567,0.0,65.20758,303.79407,13.404486,230.20737,25.991196,25.991196,501.99948
2040-01-13,48.011116,70.64892,18.501225,62.838432,47.948135,69.36542,0.0,7.028238,12.169205,100.41077,348.465,34.432907,258.73975,48.619556,48.619556,532.3772
2040-01-14,48.176296,71.19175,20.777317,63.057888,49.503426,70.202965,0.0,7.3088183,12.898634,100.35759,348.88196,35.09816,258.9388,49.18933,49.18933,532.53204
2040-01-15,48.538498,71.14907,21.190536,62.140266,49.646214,70.86471,0.0,7.2039347,12.844727,100.1945,349.44434,35.028473,258.69543,49.057186,49.057186,532.5083
2040-01-16,50.058357,72.97114,21.574966,64.09967,49.847733,71.373924,0.0,7.0577,12.921925,100.0366,349.4695,35.2426,258.28775,49.82461,49.82461,532.4979
2040-01-17,50.17196,73.469406,18.755203,64.923546,49.888554,71.47958,0.0,4.703458,12.19385,99.811584,349.41333,34.6837,257.662,48.393757,48.393757,532.38983
2040-01-18,50.1571,73.45038,13.621628,64.10065,46.44653,71.151665,0.0,0.0,10.147379,99.03169,349.32123,31.0836,257.49756,44.875813,44.875813,532.28613
2040-01-19,50.090004,73.37949,10.197767,62.233727,44.039547,70.55571,0.0,0.0,6.0096107,98.90384,349.17477,26.893364,257.27985,41.710747,41.710747,532.17834
2040-01-20,49.832634,73.08136,3.5932555,59.208725,40.46898,70.37367,0.0,0.0,0.0,97.982056,349.0511,21.549816,256.58655,37.717724,37.717724,532.04126
2040-01-21,49.45979,72.63827,0.0,55.93171,36.463535,70.23079,0.0,0.0,0.0,97.14894,348.89874,16.181679,256.16193,33.815014,33.815014,531.90674
2040-01-22,44.37362,66.89591,0.0,49.62876,28.047026,65.8659,0.0,0.0,0.0,94.23532,348.49973,10.026779,254.60083,26.469757,26.469757,531.5575
2040-01-23,38.134037,59.316544,0.0,44.25092,24.452932,63.441223,0.0,0.0,0.0,90.88184,349.09586,2.670939,252.76244,19.623102,19.623102,531.3159
2040-01-24,41.541084,59.346992,0.0,43.080643,18.499699,67.27849,0.0,0.0018187015,0.0,85.42583,349.0744,0.0,249.6341,13.289355,13.289355,530.8558
2040-01-25,61.293396,72.37422,0.0,77.643265,51.294735,109.49534,0.0,15.873966,20.055367,115.35491,374.51373,30.749802,279.09073,50.018753,50.018753,554.6922
2040-01-26,64.8471,74.718864,0.0,86.00306,56.002068,112.61802,6.42498,19.210155,22.831676,118.87927,376.50348,37.891754,284.00952,56.150307,56.150307,556.4307
2040-01-27,65.407555,81.4961,10.2092905,96.43535,62.68341,116.10811,13.125043,22.178345,24.332031,122.634445,379.97925,42.53909,289.97577,63.529495,63.529495,561.7366
2040-01-28,66.13334,83.03938,12.460831,100.894165,67.076645,118.13885,15.327894,22.770298,24.990078,126.78255,381.1783,46.657864,296.802,66.994934,66.994934,565.776
2040-01-29,66.217674,82.73302,11.720537,100.791016,68.23183,118.50972,10.025634,23.219982,25.178268,127.4322,381.26764,47.464005,296.96848,67.085,67.085,566.04736
2040-01-30,66.17514,82.24278,9.878676,100.45227,67.55193,118.36263,5.4942727,23.146164,25.068007,127.22711,381.17978,47.08676,296.55762,66.52183,66.52183,565.9518
2040-01-31,65.810555,84.14403,9.590564,100.83171,66.77838,118.55037,0.0,20.00344,22.71496,126.76194,380.8655,43.852135,296.12094,61.00375,61.00375,565.6123
2040-02-01,71.67949,87.77184,14.32679,118.41066,78.52499,128.51538,0.0,24.719389,27.959682,146.20337,400.73044,64.06899,310.66394,79.159256,79.159256,577.10846
2040-02-02,71.75545,87.293655,14.996545,118.84241,78.77577,129.73288,0.0,25.710442,28.776426,147.09363,401.17093,66.10173,311.72873,81.18134,81.18134,577.2674
2040-02-03,73.2825,87.98442,10.326044,120.18837,79.089874,130.33276,0.0,24.199469,28.744953,147.2855,401.27167,65.681595,311.68973,79.964806,79.964806,577.2847
2040-02-04,73.03528,87.02359,6.077553,116.68638,75.22605,129.53754,0.0,21.622395,26.858795,146.50487,401.17828,59.575054,311.2477,72.00641,72.00641,577.05536
2040-02-05,67.785095,80.72977,0.0,108.611694,68.12071,125.89369,0.0,16.021784,20.825989,142.61818,400.98386,50.433533,305.9267,61.964874,61.964874,576.7932
2040-02-06,61.008953,71.808136,0.0,99.27364,59.146553,118.758766,0.0,9.206599,12.801843,135.29225,397.2272,39.424904,299.80875,51.43241,51.43241,575.9387
2040-02-07,54.155045,63.899345,0.0,84.93393,49.03542,112.392426,0.0,0.0,3.3768637,128.12003,393.60574,21.942183,293.12488,32.463898,32.463898,573.46344
2040-02-08,47.51471,56.064415,0.0,74.2622,37.06131,106.22727,0.0,0.0,0.0,119.27422,388.8346,7.738635,285.03168,15.925893,15.925893,569.52954
2040-02-09,38.364822,47.485947,0.0,64.320564,26.105202,99.25588,0.0,0.0,0.0,112.21378,384.79572,0.0,279.01273,3.6370242,3.6370242,566.7107
2040-02-10,37.591232,46.060535,0.0,60.43556,16.881313,94.85898,0.0,0.0,0.0,107.224045,382.99164,0.0,274.83737,0.0,0.0,564.91223
2040-02-11,36.55202,44.41548,0.0,56.116997,9.923478,93.21812,0.0,0.0,0.0,102.54068,381.1663,0.0,269.48776,0.0,0.0,563.89484
2040-02-12,34.029583,42.98616,0.0,52.639942,1.1742718,89.87309,0.0,0.0,0.0,98.627335,380.37326,0.0,266.49063,0.0,0.0,562.97296
2040-02-13,31.63578,45.22881,0.0,48.155144,0.0,88.95365,0.0,0.0,0.0,94.39009,379.7759,0.0,263.2061,0.0,0.0,562.01685
2040-02-14,53.27108,113.94059,0.0,58.501118,20.158083,143.10399,0.0,0.4224616,2.3208601,135.76479,424.76562,20.202328,289.21436,21.70595,21.70595,591.9483
2040-02-15,73.007706,136.96127,0.0,67.66724,26.276226,167.65991,0.0,0.0,8.666224,146.69211,432.85413,29.916388,297.89178,37.48174,37.48174,599.4819
2040-02-16,87.66296,175.19054,0.0,73.06191,26.849895,210.1571,0.0,0.0,15.68814,190.88092,494.17227,36.92418,342.19473,38.026752,38.026752,650.5033
2040-02-17,88.27538,177.33887,3.4919307,75.307434,52.91019,213.76898,0.0,13.902412,30.819065,198.55501,498.95752,59.648945,353.7614,49.85023,49.85023,666.7569
2040-02-18,89.341156,180.26892,5.3867116,75.95802,54.92828,214.10521,0.0,16.48878,32.292816,198.3752,498.97842,63.42349,354.95175,52.027096,52.027096,667.4989
2040-02-19,89.560005,179.1388,4.5867414,75.092674,54.09022,213.89912,0.0,14.77268,31.454475,197.5721,498.82834,59.837997,354.72067,50.096607,50.096607,667.7474
2040-02-20,78.165794,165.57516,0.0,59.452225,44.726685,209.19449,0.0,8.604197,23.198048,193.05399,533.0886,50.930298,352.87482,39.75173,39.75173,682.7115
2040-02-21,62.822495,147.1416,0.0,45.99611,28.77617,198.64677,0.0,0.0,10.33862,177.30952,534.62445,36.68873,340.39957,21.492537,21.492537,706.6778
2040-02-22,43.099594,121.36687,0.0,18.241318,11.927578,185.53493,0.0,0.0,0.0,154.02449,517.54016,17.581743,324.00674,3.262297,3.262297,695.7422
2040-02-23,24.691881,107.899506,0.0,0.0,0.0,174.62347,0.0,0.0,0.0,138.23921,534.1166,1.5505495,322.97885,0.0,0.0,753.6026
2040-02-24,19.252028,113.44138,0.0,0.0,0.0,172.94609,0.0,0.0,0.0,145.58566,568.7825,0.0,339.2927,0.0,0.0,820.35156
2040-02-25,13.326775,111.0955,0.0,0.0,0.0,173.22733,0.0,0.0,0.0,156.3112,589.8849,0.0,354.7721,0.0,0.0,821.9417
2040-02-26,10.809927,116.745636,0.0,0.0012733147,0.0,175.34909,0.0,0.0,0.0,160.45734,599.4797,0.005078807,356.9225,0.0056470493,0.0056470493,828.44867
2040-02-27,8.422202,123.074455,0.0,0.0,0.0,172.77528,0.0,0.0,0.0,162.43047,602.4871,0.0,359.98016,0.0,0.0,834.4127
2040-02-28,0.0,111.69187,0.0,0.0,0.0,167.09982,0.0,0.0,0.0,163.76454,609.605,0.0,367.05875,0.0,0.0,844.7435
2040-03-01,0.0,109.793,0.0,0.0,0.0,165.85132,0.0,0.0,0.0,166.87505,614.43494,0.0,376.93695,0.0,0.0,854.80756
2040-03-02,0.0,112.7364,0.0,0.0,0.0,169.57805,0.0,0.0,0.0,167.59575,617.3353,0.0,373.72565,0.0,0.0,866.219
2040-03-03,0.0,109.76779,0.0,0.0,0.0,164.9485,0.0,0.0,0.0,170.38354,631.0863,0.0,384.99686,0.003077011,0.003077011,914.4288
2040-03-04,0.0,108.19345,0.0,0.0,0.0,168.26436,0.0,0.0,0.0,177.99414,634.45654,0.0,399.66574,0.0,0.0,919.7092
2040-03-05,0.0,109.438324,0.0,0.0,0.0,168.93474,0.0,0.0,0.0,178.84778,634.13837,0.0,401.3719,0.0,0.0,918.8375
2040-03-06,0.0,103.26939,0.0,0.0,0.0,163.93869,0.0,0.0,0.0,178.00172,640.38885,0.0,401.9732,0.0,0.0,926.2435
2040-03-07,0.0,86.534615,0.0,0.0,0.0058459113,152.13676,0.0,0.0,0.0,160.20988,631.56006,0.0,388.1384,0.0,0.0,922.2782
2040-03-08,11.966517,88.96863,0.0,13.430753,0.0,146.22472,0.0,0.0,0.0,161.199,671.58307,0.0,400.57565,0.0,0.0,973.4866
2040-03-09,9.475361,86.48315,0.0,9.890438,0.0,145.7726,0.0,0.0,0.0,163.11327,673.7374,0.0,399.60245,0.0,0.0,973.7935
2040-03-10,6.682831,81.8083,0.0,6.0018897,0.0015388188,139.77078,0.0,0.0,0.0,155.82314,670.95636,0.0,393.80728,0.0,0.0,970.919
2040-03-11,9.278454,72.31857,0.0,17.032192,0.0,121.48497,0.0,0.0,0.0,146.01863,681.53595,0.0,400.77484,0.0,0.0,1021.54224
2040-03-12,13.037376,81.05907,0.0,38.17479,0.0,125.03053,0.0,0.0,0.0,172.25723,728.92456,9.144821,450.55487,9.584852,9.584852,1085.8632
2040-03-13,13.045565,80.9359,0.006801071,37.92634,0.003482803,125.512695,0.0,0.0010857355,0.0,176.98822,740.65155,24.587997,483.32513,31.501778,31.501778,1119.722
2040-03-14,23.013765,109.33736,12.574351,59.413208,21.084053,153.61374,0.0,11.693428,14.522571,204.91342,766.01025,43.610424,522.9923,54.681953,54.681953,1162.4506
2040-03-15,23.108236,113.76022,7.4677343,60.10093,18.339975,157.17825,0.0,8.772259,11.68635,206.24968,767.7364,42.667038,524.4087,52.53415,52.53415,1163.799
2040-03-16,7.9012647,94.29579,0.0,41.481293,6.3507423,144.45825,0.0,0.0,0.0,188.65967,760.6673,25.026852,514.0377,34.39168,34.39168,1163.9406
2040-03-17,21.559547,95.21593,0.0,63.776096,11.454249,151.82162,0.0,0.0,4.3604865,195.43727,773.6063,18.80846,523.95416,27.90177,27.90177,1180.4744
2040-03-18,22.575981,94.41877,0.0,65.70712,12.213067,152.56078,0.0,0.0,4.9171453,199.02899,775.76276,21.467846,527.3775,30.310915,30.310915,1179.9319
2040-03-19,23.516066,94.6445,0.0,76.60581,17.072226,155.97928,0.0,0.0,9.036916,204.58426,779.3445,28.793415,532.91815,35.88413,35.88413,1181.7242
2040-03-20,25.8677,103.072624,0.009777944,79.20363,13.560647,157.47986,0.0,0.0,6.5586495,204.9181,778.62225,25.249285,532.6146,32.718586,32.718586,1180.241
2040-03-21,40.095047,139.6829,0.0,110.31916,30.89479,218.73586,0.0,0.0,7.52116,217.0532,783.34625,16.844946,528.4872,20.77561,20.77561,1180.0764
