         5404811 function calls (5345084 primitive calls) in 5.299 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 context.py:40(cpu_count)
        1    0.000    0.000    0.000    0.000 reduction.py:244(AbstractReducer)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 rbf.py:57(Rbf)
        1    0.000    0.000    0.000    0.000 _cubic.py:19(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:228(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        1    0.000    0.000    0.000    0.000 model.py:155(__init__)
        1    0.000    0.000    0.000    0.000 model.py:271(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:277(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:290(__init__)
        1    0.000    0.000    0.000    0.000 model.py:334(StructOrUnion)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:272(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:521(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:682(burr12_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:799(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:898(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1085(expon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1300(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1482(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1592(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1694(genpareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1813(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2102(erlang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2161(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2268(gompertz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2305(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2353(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2445(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2491(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2605(invgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2669(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2846(laplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2925(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3035(logistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3127(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3178(lognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3243(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3291(maxwell_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3340(mielke_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3372(kappa4_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3620(kappa3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3670(nakagami_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3817(t_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3878(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4078(pearson3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4215(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4334(rdist_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4373(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4535(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4664(trapz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4713(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4761(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4876(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4954(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5001(wald_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:200(geom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:258(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:439(poisson_gen)
        1    0.000    0.000    0.000    0.000 kde.py:42(gaussian_kde)
        1    0.000    0.000    0.000    0.000 _multivariate.py:176(multi_rv_generic)
        1    0.000    0.000    0.000    0.000 _multivariate.py:257(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:674(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2026(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2257(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2684(multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3076(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:195(UTC)
        1    0.000    0.000    0.000    0.000 __init__.py:375(_FixedOffset)
        1    0.000    0.000    0.000    0.000 tzfile.py:16(_byte_string)
        1    0.000    0.000    0.000    0.000 _version.py:3(<module>)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 client.py:1355(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 parser.py:374(_ymd)
        1    0.000    0.000    0.000    0.000 parser.py:485(parser)
        1    0.000    0.000    0.000    0.000 parser.py:1185(_tzparser)
        2    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        2    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 six.py:580(iterkeys)
        1    0.000    0.000    0.000    0.000 config.py:178(__init__)
        2    0.000    0.000    0.000    0.000 config.py:477(deprecate_option)
        1    0.000    0.000    0.000    0.000 printing.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(ZipExtFile)
        1    0.000    0.000    0.000    0.000 chartsheet.py:12(Chartsheet)
        1    0.000    0.000    0.000    0.000 custom.py:12(Custom)
        1    0.000    0.000    0.000    0.000 custom.py:9(<module>)
        1    0.000    0.000    0.000    0.000 chart_line.py:11(ChartLine)
        1    0.000    0.000    0.000    0.000 chart_radar.py:11(ChartRadar)
        1    0.000    0.000    0.000    0.000 chart_scatter.py:12(ChartScatter)
        1    0.000    0.000    0.000    0.000 algorithms.py:994(SelectN)
        1    0.000    0.000    0.000    0.000 algorithms.py:1078(SelectNFrame)
        2    0.000    0.000    0.000    0.000 cast.py:1006(<genexpr>)
        3    0.000    0.000    0.000    0.000 cast.py:1009(<genexpr>)
        1    0.000    0.000    0.000    0.000 missing.py:188(notnull)
        1    0.000    0.000    0.000    0.000 common.py:302(groupby)
        3    0.000    0.000    0.000    0.000 concat.py:412(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:138(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 _decorators.py:227(docstring_wrapper)
        7    0.000    0.000    0.000    0.000 nanops.py:77(__init__)
        2    0.000    0.000    0.000    0.000 nanops.py:446(_nanminmax)
        1    0.000    0.000    0.000    0.000 autotimeit.py:2(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:84(Timer)
        3    0.000    0.000    0.000    0.000 function.py:341(validate_resampler_func)
        1    0.000    0.000    0.000    0.000 groupby.py:337(GroupByPlot)
        2    0.000    0.000    0.000    0.000 groupby.py:1828(names)
        3    0.000    0.000    0.000    0.000 groupby.py:2279(__init__)
        3    0.000    0.000    0.000    0.000 groupby.py:2365(levels)
        1    0.000    0.000    0.000    0.000 groupby.py:4291(PanelGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:4386(DataSplitter)
        2    0.000    0.000    0.000    0.000 base.py:1453(_convert_arr_indexer)
        2    0.000    0.000    0.000    0.000 base.py:1489(_convert_list_indexer)
        6    0.000    0.000    0.000    0.000 base.py:3706(_make_compare)
        4    0.000    0.000    0.000    0.000 base.py:3750(_make_invalid_op)
       20    0.000    0.000    0.000    0.000 base.py:3918(_make_evaluate_unary)
       14    0.000    0.000    0.000    0.000 base.py:3982(_make_invalid_op)
        1    0.000    0.000    0.000    0.000 frozen.py:84(FrozenNDArray)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:83(CPUInfoBase)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:458(DarwinCPUInfo)
        1    0.000    0.000    0.000    0.000 platform.py:570(mac_ver)
        4    0.000    0.000    0.000    0.000 expressions.py:239(gen_reduce_axis_func)
        1    0.000    0.000    0.000    0.000 __init__.py:209(parse_version)
        1    0.000    0.000    0.000    0.000 __init__.py:382(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:583(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1020(_ReqExtras)
        1    0.000    0.000    0.000    0.000 __init__.py:1859(FileMetadata)
        2    0.000    0.000    0.130    0.065 __init__.py:3121(_call_aside)
        1    0.000    0.000    0.000    0.000 plistlib.py:313(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:365(begin_dict)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:554(_is_fmt_xml)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
       12    0.000    0.000    0.000    0.000 version.py:261(<genexpr>)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        4    0.000    0.000    0.000    0.000 pyparsing.py:621(__getattr__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2335(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2724(Regex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3873(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4122(__lshift__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4173(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4100(Forward)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4251(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4255(postParse)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:721(test_uint32_int64)
        2    0.000    0.000    0.000    0.000 utils.py:141(__init__)
        2    0.000    0.000    0.000    0.000 multi.py:410(view)
        4    0.000    0.000    0.000    0.000 interval.py:1000(_setop)
        1    0.000    0.000    0.000    0.000 frequencies.py:27(FreqGroup)
        4    0.000    0.000    0.000    0.000 frequencies.py:840(is_unique)
        3    0.000    0.000    0.000    0.000 frequencies.py:1201(_is_quarterly)
        3    0.000    0.000    0.000    0.000 offsets.py:302(isAnchored)
        3    0.000    0.000    0.000    0.000 offsets.py:308(_should_cache)
        3    0.000    0.000    0.001    0.000 offsets.py:393(__radd__)
        1    0.000    0.000    0.000    0.000 offsets.py:582(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:947(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:1439(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1668(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1765(LastWeekOfMonth)
        3    0.000    0.000    0.000    0.000 datetimes.py:44(_infer)
        3    0.000    0.000    0.000    0.000 datetimes.py:43(_infer_tzinfo)
        1    0.000    0.000    0.000    0.000 easter.py:5(<module>)
        2    0.000    0.000    0.000    0.000 frame.py:2927(<listcomp>)
        2    0.000    0.000    0.000    0.000 frame.py:5219(_get_agg_axis)
        2    0.000    0.000    0.000    0.000 generic.py:3274(_values)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        8    0.000    0.000    0.000    0.000 indexing.py:329(<listcomp>)
        1    0.000    0.000    0.000    0.000 indexing.py:1555(_iLocIndexer)
        4    0.000    0.000    0.000    0.000 internals.py:915(check_int_bool)
        1    0.000    0.000    0.000    0.000 internals.py:1427(ScalarBlock)
        1    0.000    0.000    0.000    0.000 internals.py:1450(NonConsolidatableMixIn)
        1    0.000    0.000    0.000    0.000 internals.py:1701(TimeDeltaBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2214(DatetimeBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2358(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 format.py:96(CategoricalFormatter)
        2    0.000    0.000    0.000    0.000 format.py:284(__init__)
        1    0.000    0.000    0.000    0.000 format.py:332(TableFormatter)
        1    0.000    0.000    0.000    0.000 format.py:823(LatexFormatter)
        1    0.000    0.000    0.000    0.000 _apipkg.py:58(ApiModule)
        1    0.000    0.000    0.000    0.000 _apipkg.py:153(getmod)
        1    0.000    0.000    0.000    0.000 _apipkg.py:169(__getattribute__)
