         5404811 function calls (5345084 primitive calls) in 5.299 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 linear_assignment_.py:63(_HungarianState)
        1    0.000    0.000    0.000    0.000 scorer.py:46(_BaseScorer)
        1    0.000    0.000    0.000    0.000 ridge.py:668(RidgeClassifier)
        1    0.000    0.000    0.000    0.000 ridge.py:832(_RidgeGCV)
        1    0.000    0.000    0.000    0.000 base.py:484(BaseSVC)
        1    0.000    0.000    0.000    0.000 random_projection.py:295(BaseRandomProjection)
        1    0.000    0.000    0.000    0.000 _strptime.py:92(__calc_weekday)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       37    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x11150a378}
       16    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 enum.py:535(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 enum.py:579(__hash__)
        1    0.000    0.000    0.000    0.000 weakref.py:109(remove)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:885(addgroup)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        1    0.000    0.000    0.000    0.000 _internal.py:210(_getintp_ctype)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 numerictypes.py:774(__getitem__)
        1    0.000    0.000    0.000    0.000 numeric.py:859(flatnonzero)
        4    0.000    0.000    0.000    0.000 numeric.py:1432(rollaxis)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1610(compress)
        1    0.000    0.000    0.000    0.000 function_base.py:13(_index_deprecate)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:96(_str_xmin)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(finfo)
        6    0.000    0.000    0.000    0.000 __init__.py:190(_checkLevel)
        5    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        2    0.000    0.000    0.000    0.000 __init__.py:798(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1083(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 argparse.py:676(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 utils.py:1955(suppress_warnings)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1601(Polynomial)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:890(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:6046(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6248(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:7960(_convert2ma)
        3    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:694(vode)
       28    0.000    0.000    0.000    0.000 base.py:100(get_shape)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        2    0.000    0.000    0.000    0.000 compressed.py:117(_set_self)
        1    0.000    0.000    0.000    0.000 compressed.py:980(__get_has_canonical_format)
        1    0.000    0.000    0.000    0.000 data.py:175(_min_or_max)
        1    0.000    0.000    0.000    0.000 interface.py:633(IdentityOperator)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 nonlin.py:909(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nonlin.py:1327(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 _bsplines.py:45(BSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:70(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:994(SmoothBivariateSpline)
        2    0.000    0.000    0.000    0.000 context.py:232(get_context)
        5    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        3    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(_held_figure)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:22(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:358(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1975(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5096(gennorm_gen)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1526(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2158(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2786(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3130(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:120(lzip)
       11    0.000    0.000    0.000    0.000 __init__.py:231(u)
       53    0.000    0.000    0.000    0.000 __init__.py:234(u_safe)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:383(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:567(SSLObject)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:48(_timelex)
        1    0.000    0.000    0.000    0.000 parser.py:232(parserinfo)
        1    0.000    0.000    0.000    0.000 parser.py:1187(_result)
        5    0.000    0.000    0.000    0.000 six.py:586(iteritems)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:32(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:158(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:276(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:321(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:334(tzfile)
        1    0.000    0.000    0.000    0.000 _common.py:233(tzrangebase)
        1    0.000    0.000    0.000    0.000 printing.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:18(XMLwriter)
        1    0.000    0.000    0.000    0.000 shape.py:11(Shape)
        1    0.000    0.000    0.000    0.000 shape.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Blank)
        1    0.000    0.000    0.000    0.000 app.py:9(<module>)
        1    0.000    0.000    0.000    0.000 styles.py:9(<module>)
        1    0.000    0.000    0.000    0.000 vml.py:9(<module>)
        1    0.000    0.000    0.000    0.000 comments.py:14(Comments)
        1    0.000    0.000    0.000    0.000 chart_column.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_pie.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_line.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_scatter.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_stock.py:11(ChartStock)
        2    0.000    0.000    0.000    0.000 common.py:1823(_validate_date_like_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:8(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:126(__new__)
        1    0.000    0.000    0.000    0.000 dtypes.py:110(CategoricalDtype)
       10    0.000    0.000    0.000    0.000 common.py:57(outer)
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_float64}
        1    0.000    0.000    0.003    0.003 base.py:42(__str__)
        3    0.000    0.000    0.000    0.000 base.py:721(_is_cython_func)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 move.py:1(<module>)
        2    0.000    0.000    0.000    0.000 groupby.py:1994(wrapper)
        3    0.000    0.000    0.000    0.000 groupby.py:2354(ngroups)
        1    0.000    0.000    0.000    0.000 groupby.py:2389(Grouping)
        1    0.000    0.000    0.000    0.000 groupby.py:4444(FrameSplitter)
        2    0.000    0.000    0.000    0.000 api.py:122(_all_indexes_same)
        1    0.000    0.000    0.000    0.000 base.py:1578(is_all_dates)
       12    0.000    0.000    0.000    0.000 base.py:3375(_validate_indexer)
        1    0.000    0.000    0.000    0.000 frozen.py:17(FrozenList)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:549(SunOSCPUInfo)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:642(Win32CPUInfo)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 __init__.py:102(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:259(get_supported_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:337(VersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:1650(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 __init__.py:2898(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:2989(Requirement)
        5    0.000    0.000    0.000    0.000 plistlib.py:376(end_key)
        5    0.000    0.000    0.000    0.000 plistlib.py:402(end_string)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
       32    0.000    0.000    0.000    0.000 pyparsing.py:294(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1931(__xor__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1979(__invert__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2486(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3172(WordStart)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3312(setResultsName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3417(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3962(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3985(SkipTo)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4742(<genexpr>)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:44(test_numexpr)
        1    0.000    0.000    0.000    0.000 utils.py:77(set_num_threads)
       19    0.000    0.000    0.000    0.000 strings.py:1357(do_copy)
       25    0.000    0.000    0.000    0.000 numeric.py:75(is_all_dates)
        3    0.000    0.000    0.000    0.000 frequencies.py:1190(_is_annual)
        3    0.000    0.000    0.000    0.000 frequencies.py:1206(_is_monthly)
        3    0.000    0.000    0.000    0.000 frequencies.py:1211(_is_weekly)
        2    0.000    0.000    0.000    0.000 offsets.py:516(_from_name)
        1    0.000    0.000    0.000    0.000 offsets.py:589(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:1167(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1560(Week)
        8    0.000    0.000    0.000    0.000 offsets.py:1665(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1969(QuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2258(FY5253)
        6    0.000    0.000    0.000    0.000 period.py:77(_period_index_cmp)
        3    0.000    0.000    0.000    0.000 datetimes.py:2177(_use_cached_range)
        1    0.000    0.000    0.000    0.000 frame.py:2748(fillna)
       14    0.000    0.000    0.000    0.000 generic.py:233(<genexpr>)
       10    0.000    0.000    0.000    0.000 generic.py:236(<genexpr>)
        2    0.000    0.000    0.000    0.000 generic.py:472(_set_axis)
        1    0.000    0.000    0.000    0.000 generic.py:6160(_add_series_only_operations)
        2    0.000    0.000    0.000    0.000 decoder.py:334(decode)
        1    0.000    0.000    0.000    0.000 indexing.py:519(can_do_equal_len)
        1    0.000    0.000    0.000    0.000 internals.py:1631(ComplexBlock)
        1    0.000    0.000    0.000    0.000 internals.py:4427(_simple_blockify)
        1    0.000    0.000    0.000    0.000 internals.py:4500(_interleaved_dtype)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        4    0.000    0.000    0.000    0.000 _apipkg.py:161(AliasModule)
        1    0.000    0.000    0.000    0.000 _error.py:34(ErrorMaker)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 series.py:2436(shift)
        1    0.000    0.000    0.000    0.000 _converter.py:48(register)
        1    0.000    0.000    0.000    0.000 __init__.py:219(Verbose)
        1    0.000    0.000    0.004    0.004 __init__.py:888(rc_params)
        1    0.000    0.000    0.000    0.000 sysconfig.py:41(_is_python_source_dir)
        2    0.000    0.000    0.000    0.000 rcsetup.py:274(validate_toolbar)
        7    0.000    0.000    0.000    0.000 rcsetup.py:290(__init__)
        9    0.000    0.000    0.000    0.000 rcsetup.py:646(__init__)
        5    0.000    0.000    0.000    0.000 fontconfig_pattern.py:157(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1819(__radd__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1998(__invert__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3108(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3892(__str__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3923(__str__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4368(OnlyOnce)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4761(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:849(Normalize)
        2    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        2    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 dates.py:292(bytespdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:1388(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:91(rrulebase)
        1    0.000    0.000    0.000    0.000 rrule.py:1281(rruleset)
        1    0.000    0.000    0.000    0.000 ticker.py:350(FixedFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:1223(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1622(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:2828(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 _compat.py:37(_mpl_ge_1_5_0)
        2    0.000    0.000    0.000    0.000 _style.py:184(__init__)
        1    0.000    0.000    0.000    0.000 _style.py:172(_Options)
        1    0.000    0.000    0.000    0.000 _core.py:1349(KdePlot)
        1    0.000    0.000    0.000    0.000 align.py:44(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 list.py:12(SparseList)
        6    0.000    0.000    0.000    0.000 resample.py:104(ax)
        3    0.000    0.000    0.000    0.000 resample.py:218(_convert_obj)
        1    0.000    0.000    0.000    0.000 _depr_module.py:4(<module>)
        2    0.000    0.000    0.000    0.000 parsers.py:1322(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.003    0.003 parsers.py:1330(_make_index)
        1    0.000    0.000    0.000    0.000 parsers.py:1155(ParserBase)
        1    0.000    0.000    0.000    0.000 parsers.py:1919(PythonParser)
        1    0.000    0.000    0.000    0.000 openpyxl_compat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2170(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2763(SparseFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:4171(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4229(GenericTable)
        1    0.000    0.000    0.000    0.000 stata.py:577(StataValueLabel)
        1    0.000    0.000    0.000    0.000 config.py:486(__init__)
        1    0.000    0.000    0.000    0.000 config.py:744(OptionGroup)
        1    0.000    0.000    0.000    0.000 code.py:19(Code)
        1    0.000    0.000    0.000    0.000 pluggy.py:78(HookspecMarker)
        3    0.000    0.000    0.000    0.000 pluggy.py:176(get)
        1    0.000    0.000    0.000    0.000 fixtures.py:912(FixtureManager)
        1    0.000    0.000    0.000    0.000 code.py:613(ReprExceptionInfo)
        1    0.000    0.000    0.000    0.000 freeze_support.py:4(<module>)
        1    0.000    0.000    0.000    0.000 debugging.py:7(pytest_addoption)
        1    0.000    0.000    0.000    0.000 mark.py:259(__getattr__)
        1    0.000    0.000    0.000    0.000 runner.py:223(BaseReport)
        1    0.000    0.000    0.000    0.000 python.py:196(PyobjContext)
        1    0.000    0.000    0.000    0.000 capture.py:23(pytest_addoption)
        1    0.000    0.000    0.000    0.000 capture.py:448(DontReadFromInput)
        1    0.000    0.000    0.000    0.000 cacheprovider.py:170(pytest_addoption)
        1    0.000    0.000    0.000    0.000 setupplan.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:2181(optional_args)
        1    0.000    0.000    0.000    0.000 logger.py:63(Logger)
        1    0.000    0.000    0.000    0.000 disk.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:21(ParallelBackendBase)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:96(SequentialBackend)
        1    0.000    0.000    0.000    0.000 pool.py:441(MemmapingPool)
        1    0.000    0.000    0.000    0.000 data.py:190(MinMaxScaler)
        1    0.000    0.000    0.000    0.000 data.py:1449(Normalizer)
        1    0.000    0.000    0.000    0.000 label.py:635(MultiLabelBinarizer)
        1    0.000    0.000    0.000    0.000 _split.py:52(BaseCrossValidator)
        1    0.000    0.000    0.000    0.000 _split.py:198(LeavePOut)
        1    0.000    0.000    0.000    0.000 _split.py:1314(GroupShuffleSplit)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:2081(MultiTaskLassoCV)
        1    0.000    0.000    0.000    0.000 stochastic_gradient.py:907(BaseSGDRegressor)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:625(SelectFwe)
        1    0.000    0.000    0.000    0.000 from_model.py:80(SelectFromModel)
        1    0.000    0.000    0.000    0.000 regression.py:168(RadiusNeighborsRegressor)
        2    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        7    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       31    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1007(__getattr__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _osx_support.py:455(<genexpr>)
        1    0.000    0.000    0.000    0.000 re.py:214(findall)
        1    0.000    0.000    0.000    0.000 enum.py:43(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        3    0.000    0.000    0.000    0.000 sre_parse.py:452(<listcomp>)
        1    0.000    0.000    0.000    0.000 weakref.py:334(__new__)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        2    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        2    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        4    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 parse.py:346(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 <string>:12(__new__)
        8    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        1    0.000    0.000    0.000    0.000 numerictypes.py:728(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        2    0.000    0.000    0.000    0.000 numeric.py:1536(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        1    0.000    0.000    0.000    0.000 arrayprint.py:378(decorating_function)
        1    0.000    0.000    0.000    0.000 arrayprint.py:761(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        1    0.000    0.000    0.000    0.000 shape_base.py:364(_Recurser)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 case.py:1337(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:470(__init__)
        1    0.000    0.000    0.000    0.000 string.py:169(Formatter)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:921(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1220(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        2    0.000    0.000    0.000    0.000 decorators.py:58(setastest)
        1    0.000    0.000    0.000    0.000 utils.py:1589(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1890(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        3    0.000    0.000    0.000    0.000 core.py:835(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6255(__new__)
        2    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
        6    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 inspect.py:2550(BoundArguments)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        1    0.000    0.000    0.000    0.000 _ode.py:475(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:632(IntegratorBase)
        1    0.000    0.000    0.000    0.000 base.py:249(asformat)
        1    0.000    0.000    0.000    0.000 base.py:562(__getattr__)
        1    0.000    0.000    0.000    0.000 sputils.py:71(downcast_intp_index)
        1    0.000    0.000    0.000    0.000 sputils.py:183(isscalarlike)
        1    0.000    0.000    0.000    0.000 sputils.py:188(isintlike)
        1    0.000    0.000    0.000    0.000 compressed.py:1001(__set_has_canonical_format)
        1    0.000    0.000    0.000    0.000 data.py:144(_minmax_mixin)
        3    0.000    0.000    0.000    0.000 csc.py:215(_swap)
        1    0.000    0.000    0.000    0.000 csc.py:20(csc_matrix)
        5    0.000    0.000    0.000    0.000 iterative.py:70(set_docstring)
        1    0.000    0.000    0.000    0.000 decorator.py:84(FunctionMaker)
        1    0.000    0.000    0.000    0.000 arpack.py:968(IterOpInv)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:690(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:1182(DiagBroyden)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:276(<listcomp>)
        1    0.000    0.000    0.000    0.000 interpolate.py:650(_PPolyBase)
        1    0.000    0.000    0.000    0.000 interpolate.py:868(PPoly)
