         7588802 function calls (7357347 primitive calls) in 5.749 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 case.py:420(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 __init__.py:239(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:378(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:599(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:641(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:798(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1008(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1101(PlaceHolder)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 argparse.py:676(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:709(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:904(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:984(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1052(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1527(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        2    0.000    0.000    0.000    0.000 decorators.py:58(setastest)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        2    0.000    0.000    0.000    0.000 index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:451(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:456(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:536(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:614(IndexExpression)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 compact_bullet_list.py:56(RefOnlyBulletListTransform)
        1    0.000    0.000    0.000    0.000 i18n.py:71(PreserveTranslatableMessages)
        1    0.000    0.000    0.000    0.000 i18n.py:425(RemoveTranslatableInline)
        1    0.000    0.000    0.000    0.000 std.py:147(Cmdoption)
        1    0.000    0.000    0.000    0.000 std.py:205(Program)
        1    0.000    0.000    0.000    0.000 std.py:404(ProductionList)
        1    0.000    0.000    0.000    0.000 docfields.py:169(TypedField)
        1    0.000    0.000    0.000    0.000 other.py:247(SeeAlso)
        1    0.000    0.000    0.000    0.000 other.py:410(Include)
        1    0.000    0.000    0.000    0.000 admonitions.py:62(Caution)
        1    0.000    0.000    0.000    0.000 admonitions.py:72(Error)
        1    0.000    0.000    0.000    0.000 admonitions.py:77(Hint)
        1    0.000    0.000    0.000    0.000 admonitions.py:82(Important)
        1    0.000    0.000    0.000    0.000 admonitions.py:92(Tip)
        1    0.000    0.000    0.000    0.000 admonitions.py:97(Warning)
        1    0.000    0.000    0.000    0.000 misc.py:327(Class)
        1    0.000    0.000    0.000    0.000 misc.py:426(DefaultRole)
        1    0.000    0.000    0.000    0.000 body.py:221(BlockQuote)
        1    0.000    0.000    0.000    0.000 body.py:240(Highlights)
        1    0.000    0.000    0.000    0.000 body.py:245(PullQuote)
        1    0.000    0.000    0.000    0.000 body.py:266(Container)
        1    0.000    0.000    0.000    0.000 patches.py:23(Figure)
        1    0.000    0.000    0.000    0.000 patches.py:66(RSTTable)
        1    0.000    0.000    0.000    0.000 patches.py:79(CSVTable)
        1    0.000    0.000    0.000    0.000 patches.py:92(ListTable)
        1    0.000    0.000    0.000    0.000 html.py:20(meta)
        1    0.000    0.000    0.000    0.000 html.py:18(MetaBody)
        1    0.000    0.000    0.000    0.000 components.py:20(Filter)
        1    0.000    0.000    0.000    0.000 tables.py:126(RSTTable)
        1    0.000    0.000    0.000    0.000 tables.py:214(HeaderDialect)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 core.py:93(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:851(_DomainTan)
        3    0.000    0.000    0.000    0.000 core.py:896(__init__)
        2    0.000    0.000    0.000    0.000 core.py:912(__init__)
        1    0.000    0.000    0.000    0.000 core.py:906(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:2406(__init__)
        1    0.000    0.000    0.000    0.000 jsonimpl.py:22(SphinxJSONEncoder)
        1    0.000    0.000    0.000    0.000 errors.py:17(UserNotAuthorizedError)
        1    0.000    0.000    0.000    0.000 errors.py:21(CommentNotAllowedError)
        1    0.000    0.000    0.000    0.000 errors.py:25(NullSearchException)
        1    0.000    0.000    0.000    0.000 core.py:6258(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6361(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6482(_frommethod)
        1    0.000    0.000    0.000    0.000 extras.py:273(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:329(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 extras.py:1478(mr_class)
        1    0.000    0.000    0.000    0.000 __init__.py:186(_unmunge_zone)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 lazy.py:67(LazyList)
        1    0.000    0.000    0.000    0.000 lazy.py:117(LazySet)
        1    0.000    0.000    0.000    0.000 __init__.py:406(is_platform_windows)
        1    0.000    0.000    0.000    0.000 inspect.py:875(EndOfBlock)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 client.py:1411(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1416(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1419(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1427(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1430(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1433(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1448(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1451(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1454(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1457(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1467(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1472(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        4    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:135(__init__)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 ssl.py:221(CertificateError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 chainmap.py:7(DeepChainMap)
        1    0.000    0.000    0.000    0.000 parser.py:210(_resultbase)
        3    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:364(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:384(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:321(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:1035(_tzicalvtzcomp)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 config.py:69(OptionError)
        4    0.000    0.000    0.000    0.000 config.py:219(__init__)
        1    0.000    0.000    0.000    0.000 config.py:578(_get_registered_option)
        8    0.000    0.000    0.000    0.000 config.py:782(inner)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:595(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:717(_Tellable)
        1    0.000    0.000    0.000    0.000 algorithms.py:1020(SelectNSeries)
        1    0.000    0.000    0.000    0.000 dtypes.py:103(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:272(PeriodDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:390(IntervalDtypeType)
        1    0.000    0.000    0.000    0.000 generic.py:57(_ABCGeneric)
        1    0.000    0.000    0.000    0.000 common.py:80(SettingWithCopyError)
        1    0.000    0.000    0.000    0.000 common.py:84(SettingWithCopyWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:8(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:20(UnsortedIndexError)
        1    0.000    0.000    0.000    0.000 __init__.py:30(ParserError)
        1    0.000    0.000    0.000    0.000 __init__.py:36(DtypeWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:51(ParserWarning)
        1    0.000    0.000    0.000    0.000 base.py:252(GroupByError)
        1    0.000    0.000    0.000    0.000 base.py:256(DataError)
        1    0.000    0.000    0.000    0.000 base.py:260(SpecificationError)
        1    0.000    0.000    0.000    0.000 nanops.py:32(set_use_bottleneck)
        6    0.000    0.000    0.000    0.000 nanops.py:779(make_nancomp)
        1    0.000    0.000    0.000    0.000 function.py:29(CompatValidator)
        4    0.000    0.000    0.000    0.000 missing.py:449(_interp_wrapper)
        1    0.000    0.000    0.000    0.000 groupby.py:4378(NDArrayGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:4438(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 base.py:1028(_assert_can_do_setop)
        1    0.000    0.000    0.000    0.000 base.py:2114(_get_consensus_name)
        2    0.000    0.000    0.000    0.000 cpuinfo.py:101(<lambda>)
        4    0.000    0.000    0.000    0.000 expressions.py:239(gen_reduce_axis_func)
        1    0.000    0.000    0.000    0.000 dyld.py:50(dyld_fallback_framework_path)
        3    0.000    0.000    0.000    0.000 dyld.py:53(dyld_fallback_library_path)
        1    0.000    0.000    0.000    0.000 extension.py:26(Extension)
        1    0.000    0.000    0.000    0.000 tags.py:22(BooleanParser)
        1    0.000    0.000    0.000    0.000 docscrape.py:92(ParseError)
        1    0.000    0.000    0.000    0.000 python.py:155(PyGroupedField)
        1    0.000    0.000    0.000    0.000 python.py:159(PyTypedField)
        1    0.000    0.000    0.000    0.000 python.py:373(PyModulelevel)
        1    0.000    0.000    0.000    0.000 python.py:520(PyDecoratorMethod)
        1    0.000    0.000    0.000    0.000 python.py:596(PyXRefRole)
        1    0.000    0.000    0.000    0.000 param.py:194(ValuesArguments)
        1    0.000    0.000    0.000    0.000 imports.py:162(SubModuleName)
        1    0.000    0.000    0.000    0.000 instance.py:204(AnonymousInstance)
        1    0.000    0.000    0.000    0.000 instance.py:277(InstanceNameDefinition)
        1    0.000    0.000    0.000    0.000 instance.py:298(LazyInstanceClassName)
        1    0.000    0.000    0.000    0.000 instance.py:350(SelfNameFilter)
        1    0.000    0.000    0.000    0.000 instance.py:379(LazyParamContext)
        1    0.000    0.000    0.000    0.000 instance.py:431(InstanceFunctionExecution)
        1    0.000    0.000    0.000    0.000 instance.py:440(AnonymousInstanceFunctionExecution)
        1    0.000    0.000    0.000    0.000 mixed.py:16(MixedObject)
        1    0.000    0.000    0.000    0.000 expressions.py:479(LeafNode)
        1    0.000    0.000    0.000    0.000 expressions.py:509(ConstantNode)
        1    0.000    0.000    0.000    0.000 expressions.py:526(OpNode)
        1    0.000    0.000    0.000    0.000 expressions.py:535(FuncNode)
        1    0.000    0.000    0.000    0.000 __init__.py:95(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:200(SetuptoolsVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:204(SetuptoolsLegacyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:330(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:409(UnknownExtra)
        3    0.000    0.000    0.000    0.000 __init__.py:423(register_loader_type)
        1    0.000    0.000    0.000    0.000 __init__.py:988(subscribe)
        1    0.000    0.000    0.000    0.000 __init__.py:1020(_ReqExtras)
        2    0.000    0.000    0.000    0.000 __init__.py:1411(safe_extra)
        1    0.000    0.000    0.000    0.000 __init__.py:1616(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1941(register_finder)
        2    0.000    0.000    0.000    0.000 __init__.py:1988(find_nothing)
        1    0.000    0.000    0.000    0.000 __init__.py:2879(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 plistlib.py:587(InvalidFileException)
        2    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 version.py:36(InvalidVersion)
        1    0.000    0.000    0.000    0.000 specifiers.py:15(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 requirements.py:18(InvalidRequirement)
        2    0.000    0.000    0.000    0.000 pyparsing.py:160(<genexpr>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
        2    0.000    0.000    0.000    0.000 pyparsing.py:238(ParseException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:695(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1433(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2323(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2463(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3119(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3139(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3172(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3343(_ErrorStop)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3420(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3809(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3882(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4181(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4237(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4294(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4323(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4349(OnlyOnce)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4863(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 markers.py:31(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 markers.py:65(Value)
        1    0.000    0.000    0.000    0.000 necompiler.py:216(Register)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:671(test_int64)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:294(test_numexpr2)
        1    0.000    0.000    0.000    0.000 utils.py:61(set_vml_num_threads)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:858(test_irregular_stride)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:876(test_zerodim)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:912(test_threading_config)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:968(test_subprocess)
        6    0.000    0.000    0.000    0.000 category.py:644(_make_compare)
        4    0.000    0.000    0.000    0.000 interval.py:1000(_setop)
        1    0.000    0.000    0.000    0.000 numeric.py:75(is_all_dates)
        1    0.000    0.000    0.000    0.000 range.py:152(_validate_dtype)
        6    0.000    0.000    0.000    0.000 timedeltas.py:39(_td_index_cmp)
        1    0.000    0.000    0.000    0.000 frequencies.py:1038(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 offsets.py:126(ApplyTypeError)
        1    0.000    0.000    0.000    0.000 offsets.py:514(SingleConstructorOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:524(BusinessMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:1009(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsets.py:1375(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2113(BYearBegin)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 indexing.py:84(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:1770(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1805(_AtIndexer)
        1    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
        1    0.000    0.000    0.000    0.000 internals.py:1558(NumericBlock)
        3    0.000    0.000    0.000    0.000 format.py:1552(<genexpr>)
        1    0.000    0.000    0.000    0.000 format.py:1764(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1966(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2011(PeriodArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2026(CategoricalArrayFormatter)
        1    0.000    0.000    0.000    0.000 common.py:80(BaseIterator)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 _error.py:7(Error)
        1    0.000    0.000    0.000    0.000 local.py:56(PosixPath)
        1    0.000    0.000    0.000    0.000 local.py:110(ImportMismatchError)
        1    0.000    0.000    0.000    0.000 common.py:119(NeverRaised)
        1    0.000    0.000    0.000    0.000 common.py:389(Visitor)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1500(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1611(DataHandler)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 accessors.py:216(PeriodProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:421(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 __init__.py:1328(is_interactive)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:27(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:31(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:36(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:42(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:62(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:72(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:82(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:85(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:96(UnknownFileError)
        1    0.000    0.000    0.000    0.000 __init__.py:85(tostr)
        1    0.000    0.000    0.000    0.000 __init__.py:107(todate)
        1    0.000    0.000    0.000    0.000 __init__.py:122(tofloat)
        1    0.000    0.000    0.000    0.000 __init__.py:1135(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:2120(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 __init__.py:2460(TimeoutError)
        2    0.000    0.000    0.000    0.000 rcsetup.py:150(deprecate_axes_hold)
        4    0.000    0.000    0.000    0.000 rcsetup.py:168(validate_float_or_None)
        2    0.000    0.000    0.000    0.000 rcsetup.py:183(validate_string_or_None)
        4    0.000    0.000    0.000    0.000 rcsetup.py:205(validate_dpi)
        1    0.000    0.000    0.000    0.000 rcsetup.py:315(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:314(validate_nseq_int)
        4    0.000    0.000    0.000    0.000 pyparsing.py:434(__len__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2342(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2376(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2505(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2816(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2953(CharsNotIn)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3044(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3075(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3082(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3173(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3211(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3796(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3828(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3940(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4004(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4200(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4212(Combine)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4313(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4361(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4342(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4368(OnlyOnce)
        1    0.000    0.000    0.000    0.000 colors.py:1169(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1244(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1330(NoNorm)
        1    0.000    0.000    0.000    0.000 units.py:116(Registry)
        1    0.000    0.000    0.000    0.000 dates.py:648(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1184(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1248(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1368(SecondLocator)
        4    0.000    0.000    0.000    0.000 rrule.py:78(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 ticker.py:243(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:317(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:339(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:422(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:443(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1067(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1137(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1157(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1612(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2395(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2487(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2498(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2663(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2724(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 _core.py:866(HexBinPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1056(AreaPlot)
        3    0.000    0.000    0.000    0.000 expr.py:208(disallow)
        1    0.000    0.000    0.000    0.000 ops.py:539(FuncNode)
        1    0.000    0.000    0.000    0.000 engines.py:19(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 panel.py:1574(WidePanel)
        4    0.000    0.000    0.000    0.000 resample.py:141(_make_deprecated_unary)
        1    0.000    0.000    0.000    0.000 resample.py:918(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 merge.py:61(MergeError)
        1    0.000    0.000    0.000    0.000 merge.py:1001(_OrderedMerge)
        2    0.000    0.000    0.000    0.000 parsers.py:2911(_make_date_converter)
        1    0.000    0.000    0.000    0.000 parsers.py:3208(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 parsers.py:3306(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 excel.py:913(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 excel.py:1328(_Openpyxl22Writer)
        1    0.000    0.000    0.000    0.000 pytables.py:115(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 pytables.py:119(ClosedFileError)
        1    0.000    0.000    0.000    0.000 pytables.py:134(AttributeConflictWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:144(DuplicateWarning)
        2    0.000    0.000    0.000    0.000 {method 'set_noconvert' of 'pandas._libs.parsers.TextReader' objects}
        3    0.000    0.000    0.000    0.000 pytables.py:1511(set_pos)
