         7588802 function calls (7357347 primitive calls) in 5.749 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <string>:5(CatalogInfo)
        1    0.000    0.000    0.000    0.000 <string>:5(ConfigValue)
        3    0.000    0.000    0.000    0.000 coroutines.py:67(yield_from_gen)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:28(Queue)
        1    0.000    0.000    0.000    0.000 subprocess.py:107(Process)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:12(BaseSubprocessTransport)
       11    0.000    0.000    0.000    0.000 asyncfilters.py:55(asyncfiltervariant)
        1    0.000    0.000    0.000    0.000 sandbox.py:235(SandboxedEnvironment)
        8    0.000    0.000    0.000    0.000 roles.py:178(register_generic_role)
        1    0.000    0.000    0.000    0.000 punctuation_chars.py:18(<module>)
        1    0.000    0.000    0.000    0.000 handlers.py:694(SysLogHandler)
        1    0.000    0.000    0.000    0.000 <string>:5(CompletionParts)
        1    0.000    0.000    0.000    0.000 <string>:5(CallSignatureDetails)
        1    0.000    0.000    0.000    0.000 <string>:5(DoneAndNotDoneFutures)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.001    0.001 display.py:1(<module>)
        1    0.000    0.000    0.001    0.001 logging.py:2(<module>)
        1    0.000    0.000    0.000    0.000 script.py:27(script_args)
        1    0.000    0.000    0.000    0.000 storemagic.py:56(StoreMagics)
        1    0.000    0.000    0.008    0.008 select.py:23(select_backend)
        1    0.000    0.000    0.000    0.000 select.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:24(Context)
        1    0.000    0.000    0.000    0.000 channelsabc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jsonapi.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:52(__init__)
        1    0.000    0.000    0.000    0.000 _strptime.py:96(<listcomp>)
        1    0.000    0.000    0.000    0.000 managerabc.py:11(KernelManagerABC)
        1    0.000    0.000    0.000    0.000 widget_float.py:209(_BoundedFloatRange)
        1    0.000    0.000    0.000    0.000 widget_int.py:123(IntText)
        1    0.000    0.000    0.000    0.000 widget_int.py:172(ProgressStyle)
        1    0.000    0.000    0.000    0.000 widget_selection.py:439(Dropdown)
        1    0.000    0.000    0.000    0.000 widget_selection.py:467(Select)
        1    0.000    0.000    0.000    0.000 widget_selectioncontainer.py:17(_SelectionContainer)
        1    0.000    0.000    0.000    0.000 widget_string.py:60(Textarea)
        2    0.000    0.000    0.000    0.000 widget_link.py:20(__init__)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       37    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        2    0.000    0.000    0.000    0.000 enum.py:535(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        5    0.000    0.000    0.000    0.000 sre_parse.py:452(<listcomp>)
        1    0.000    0.000    0.000    0.000 references.py:17(PropagateTargets)
        7    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:210(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numeric.py:150(ones)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1973(all)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(finfo)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:760(Handler)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
       11    0.000    0.000    0.000    0.000 argparse.py:630(_get_default_metavar_for_optional)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parts.py:7(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:22(Include)
        1    0.000    0.000    0.001    0.001 misc.py:365(Role)
        1    0.000    0.000    0.000    0.000 images.py:101(Figure)
        1    0.000    0.000    0.000    0.000 polynomial.py:1601(Polynomial)
        1    0.000    0.000    0.000    0.000 legendre.py:1790(Legendre)
        1    0.000    0.000    0.000    0.000 hermite.py:1810(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1807(HermiteE)
        1    0.000    0.000    0.000    0.000 laguerre.py:1760(Laguerre)
        1    0.000    0.000    0.000    0.000 errors.py:10(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:114(<listcomp>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:149(DstTzInfo)
       53    0.000    0.000    0.000    0.000 __init__.py:234(u_safe)
        1    0.000    0.000    0.000    0.000 inspect.py:2680(Signature)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:788(HTTPConnection)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:567(SSLObject)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1877(IPv6Address)
       21    0.000    0.000    0.000    0.000 parser.py:177(__iter__)
        1    0.000    0.000    0.000    0.000 parser.py:48(_timelex)
        1    0.000    0.000    0.000    0.000 tz.py:1046(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 _common.py:115(_tzinfo)
       10    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool}
        2    0.000    0.000    0.000    0.000 config.py:477(deprecate_option)
        7    0.000    0.000    0.000    0.000 config.py:792(<listcomp>)
        1    0.000    0.000    0.001    0.001 printing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 terminal.py:13(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(ZipExtFile)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:11(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Number)
        1    0.000    0.000    0.000    0.000 <string>:5(Blank)
        1    0.000    0.000    0.000    0.000 <string>:5(Boolean)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:9(<module>)
        1    0.000    0.000    0.000    0.000 core.py:15(Core)
        1    0.000    0.000    0.000    0.000 theme.py:9(<module>)
        1    0.000    0.000    0.000    0.000 chart_scatter.py:12(ChartScatter)
        1    0.000    0.000    0.000    0.000 algorithms.py:994(SelectN)
        1    0.000    0.000    0.000    0.000 dtypes.py:8(ExtensionDtype)
        8    0.000    0.000    0.000    0.000 _validators.py:220(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 bench_detailed.py:2(<module>)
        8    0.000    0.000    0.000    0.000 missing.py:73(clean_fill_method)
        4    0.000    0.000    0.000    0.000 base.py:1055(_get_names)
        2    0.000    0.000    0.000    0.000 base.py:3746(_add_numeric_methods_add_sub_disabled)
        1    0.000    0.000    0.000    0.000 frozen.py:17(FrozenList)
       12    0.000    0.000    0.000    0.000 ops.py:749(_comp_method_SERIES)
       12    0.000    0.000    0.000    0.000 ops.py:875(_bool_method_SERIES)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        3    0.000    0.000    0.000    0.000 dyld.py:56(dyld_image_suffix_search)
        1    0.000    0.000    0.001    0.001 framework.py:3(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:46(SphinxComponentRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:446(_macosx_vers)
        1    0.000    0.000    0.000    0.000 __init__.py:1690(ZipProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:2369(EntryPoint)
       14    0.000    0.000    0.000    0.000 __init__.py:3132(<genexpr>)
        6    0.000    0.000    0.000    0.000 plistlib.py:342(add_object)
        1    0.000    0.000    0.003    0.003 version.py:191(Version)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2335(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3312(setResultsName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3215(ParseExpression)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4156(__str__)
       19    0.000    0.000    0.000    0.000 strings.py:1357(do_copy)
        1    0.000    0.000    0.000    0.000 numeric.py:21(NumericIndex)
        2    0.000    0.000    0.000    0.000 range.py:61(_ensure_int)
        4    0.000    0.000    0.000    0.000 timedeltas.py:122(_join_i8_wrapper)
       10    0.000    0.000    0.000    0.000 offsets.py:202(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1142(MonthBegin)
        8    0.000    0.000    0.000    0.000 datetimelike.py:159(_join_i8_wrapper)
       15    0.000    0.000    0.000    0.000 datetimes.py:1660(dtype)
        1    0.000    0.000    0.000    0.000 encoder.py:182(encode)
        3    0.000    0.000    0.000    0.000 indexing.py:138(_get_loc)
        1    0.000    0.000    0.000    0.000 indexing.py:88(_NDFrameIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1555(_iLocIndexer)
        7    0.000    0.000    0.000    0.000 internals.py:160(get_values)
        1    0.000    0.000    0.000    0.000 internals.py:1427(ScalarBlock)
        7    0.000    0.000    0.000    0.000 internals.py:2986(__len__)
        2    0.000    0.000    0.000    0.000 internals.py:4427(_simple_blockify)
        1    0.000    0.000    0.000    0.000 format.py:2173(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:2301(EngFormatter)
        2    0.000    0.000    0.000    0.000 common.py:114(_is_s3_url)
        1    0.000    0.000    0.000    0.000 common.py:413(MMapWrapper)
        4    0.000    0.000    0.000    0.000 _apipkg.py:161(AliasModule)
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        1    0.000    0.000    0.000    0.000 common.py:44(Checkers)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        3    0.000    0.000    0.000    0.000 series.py:556(_ixs)
        1    0.000    0.000    0.000    0.000 _converter.py:871(TimeSeries_DateLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:694(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 sysconfig.py:41(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:696(Sorter)
        1    0.000    0.000    0.000    0.000 __init__.py:889(RingBuffer)
        9    0.000    0.000    0.000    0.000 rcsetup.py:290(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:330(<listcomp>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:500(validate_ps_distiller)
        9    0.000    0.000    0.000    0.000 rcsetup.py:646(__init__)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:42(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1457(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:849(Normalize)
        1    0.000    0.000    0.000    0.000 dates.py:1388(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1733(MultipleLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:1098(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1746(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2361(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2490(CompositeAffine2D)
        2    0.000    0.000    0.000    0.000 _style.py:184(__init__)
        1    0.000    0.000    0.000    0.000 _style.py:172(_Options)
        2    0.000    0.000    0.000    0.000 util.py:73(compose)
        1    0.000    0.000    0.000    0.000 resample.py:991(TimeGrouper)
        4    0.000    0.000    0.000    0.000 concat.py:489(<listcomp>)
        1    0.000    0.000    0.000    0.000 merge.py:1102(_AsOfMerge)
        2    0.000    0.000    0.000    0.000 parsers.py:1134(_validate_parse_dates_arg)
        4    0.000    0.000    0.000    0.000 parsers.py:1222(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:4171(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4278(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 table_schema.py:5(<module>)
        1    0.000    0.000    0.000    0.000 html.py:484(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 sql.py:1254(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:1366(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1854(StataWriter)
        1    0.000    0.000    0.000    0.000 config.py:479(Parser)
        6    0.000    0.000    0.000    0.000 config.py:745(__init__)
        1    0.000    0.000    0.000    0.000 config.py:920(do_setns)
        1    0.000    0.000    0.000    0.000 code.py:149(TracebackEntry)
        1    0.000    0.000    0.001    0.001 _pluggy.py:4(<module>)
       25    0.000    0.000    0.000    0.000 __init__.py:55(mark_rewrite)
        4    0.000    0.000    0.000    0.000 fixtures.py:49(decoratescope)
        1    0.000    0.000    0.000    0.000 code.py:133(TracebackEntry)
        1    0.000    0.000    0.000    0.000 code.py:246(Traceback)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 mark.py:84(pytest_addoption)
        1    0.000    0.000    0.000    0.000 mark.py:259(__getattr__)
        1    0.000    0.000    0.000    0.000 python.py:62(pytest_addoption)
        1    0.000    0.000    0.002    0.002 testing.py:5(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:1017(ArtistInspector)
        4    0.000    0.000    0.000    0.000 docstring.py:39(__init__)
        1    0.000    0.000    0.000    0.000 docstring.py:11(Substitution)
        1    0.000    0.000    0.000    0.000 <string>:5(_XYPair)
        1    0.000    0.000    0.000    0.000 contour.py:57(ContourLabeler)
        1    0.000    0.000    0.000    0.000 patches.py:4009(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 mathtext.py:946(StixFonts)
        8    0.000    0.000    0.000    0.000 mathtext.py:1863(__init__)
        1    0.000    0.000    0.014    0.014 core.py:161(load_base_library)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3216(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 widgets.py:610(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:1868(ToolHandles)
        1    0.000    0.000    0.000    0.000 backend_tools.py:401(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image.py:833(NonUniformImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:571(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:700(TextArea)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        7    0.000    0.000    0.000    0.000 legend_handler.py:136(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:293(__init__)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1019(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 axis.py:2049(YAxis)
        1    0.000    0.000    0.000    0.000 scale.py:59(LinearScale)
        1    0.000    0.000    0.000    0.000 polar.py:184(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:53(FigureCanvasMac)
        3    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:156(__init__)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:15(<listcomp>)
        2    0.000    0.000    0.000    0.000 decorator.py:84(FunctionMaker)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:216(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rbf.py:57(Rbf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:108(norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:358(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1975(gamma_gen)
        1    0.000    0.000    0.000    0.000 <string>:5(ModeResult)
        1    0.000    0.000    0.000    0.000 <string>:5(KurtosistestResult)
        1    0.000    0.000    0.000    0.000 <string>:5(KendalltauResult)
        1    0.000    0.000    0.000    0.000 <string>:5(Ttest_1sampResult)
        1    0.000    0.000    0.000    0.000 <string>:5(Ttest_indResult)
        1    0.000    0.000    0.000    0.000 <string>:5(Ttest_relResult)
        1    0.000    0.000    0.000    0.000 <string>:5(KruskalResult)
        1    0.000    0.000    0.000    0.000 <string>:5(SkewtestResult)
        1    0.000    0.000    0.000    0.000 <string>:5(FriedmanchisquareResult)
        1    0.000    0.000    0.000    0.000 <string>:5(WeightedTauResult)
        1    0.000    0.000    0.000    0.000 <string>:5(KstestResult)
        1    0.000    0.000    0.000    0.000 <string>:5(Power_divergenceResult)
        1    0.000    0.000    0.000    0.000 <string>:5(RepeatedResults)
        1    0.000    0.000    0.000    0.000 <string>:5(Std_dev)
        1    0.000    0.000    0.000    0.000 <string>:5(LeveneResult)
        1    0.000    0.000    0.000    0.000 <string>:5(AnsariResult)
        1    0.000    0.000    0.000    0.000 <string>:5(BartlettResult)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1526(__init__)
        1    0.000    0.000    0.000    0.000 mrecords.py:110(MaskedRecords)
        1    0.000    0.000    0.000    0.000 core.py:72(TestProgram)
        1    0.000    0.000    0.000    0.000 config.py:141(Config)
        1    0.000    0.000    0.000    0.000 manager.py:187(NoPlugins)
        1    0.000    0.000    0.000    0.000 case.py:307(MethodTestCase)
        1    0.000    0.000    0.000    0.000 kdetools.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _kernel_base.py:100(GenericKDE)
        4    0.000    0.000    0.000    0.000 _kernel_base.py:385(__init__)
        1    0.000    0.000    0.000    0.000 getipython.py:17(get_ipython)
        1    0.000    0.000    0.000    0.000 traitlets.py:409(TraitType)
        1    0.000    0.000    0.000    0.000 traitlets.py:1617(Instance)
        1    0.000    0.000    0.000    0.000 traitlets.py:1779(<listcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:1761(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:1782(class_init)
        3    0.000    0.000    0.000    0.000 py3compat.py:331(with_metaclass)
        2    0.000    0.000    0.000    0.000 encoding.py:38(getdefaultencoding)
        2    0.000    0.000    0.000    0.000 sentinel.py:6(Sentinel)
        1    0.000    0.000    0.000    0.000 configurable.py:332(LoggingConfigurable)
       11    0.000    0.000    0.000    0.000 loader.py:283(__setattr__)
        1    0.000    0.000    0.000    0.000 ultratb.py:459(TBTools)
        1    0.000    0.000    0.000    0.000 ultratb.py:779(VerboseTB)
        1    0.000    0.000    0.000    0.000 pydoc.py:1056(TextDoc)
        1    0.000    0.000    0.000    0.000 coloransi.py:164(set_active_scheme)
        1    0.000    0.000    0.002    0.002 colorable.py:10(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:27(<module>)
        4    0.000    0.000    0.000    0.000 util.py:108(make_analysator)
        2    0.000    0.000    0.000    0.000 py3compat.py:42(wrapper)
        1    0.000    0.000    0.000    0.000 _process_posix.py:42(ProcessHandler)
        1    0.000    0.000    0.000    0.000 expect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 oinspect.py:351(Inspector)
        1    0.000    0.000    0.004    0.004 __init__.py:39(_load_lexers)
        1    0.000    0.000    0.000    0.000 lexer.py:585(RegexLexer)
        1    0.000    0.000    0.001    0.001 __init__.py:37(_load_formatters)
        1    0.000    0.000    0.000    0.000 inputsplitter.py:518(IPythonInputSplitter)
        1    0.000    0.000    0.000    0.000 prefilter.py:397(EmacsChecker)
        1    0.000    0.000    0.000    0.000 prefilter.py:532(PrefilterHandler)
        1    0.000    0.000    0.000    0.000 autocall.py:31(IPyAutocall)
        1    0.000    0.000    0.000    0.000 displaypub.py:113(CapturingDisplayPublisher)
        1    0.000    0.000    0.000    0.000 extensions.py:27(ExtensionManager)
        4    0.000    0.000    0.001    0.000 <decorator-gen-8>:1(catch_format_error)
        1    0.000    0.000    0.000    0.000 logger.py:2(<module>)
        1    0.000    0.000    0.000    0.000 payload.py:28(PayloadManager)
        1    0.000    0.000    0.000    0.000 strdispatch.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tempdir.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base.py:92(__missing__)
        1    0.000    0.000    0.000    0.000 selection.py:3(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:1623(ConditionalContainer)
        1    0.000    0.000    0.000    0.000 controls.py:363(FillControl)
        1    0.000    0.000    0.000    0.000 output.py:3(<module>)
        1    0.000    0.000    0.000    0.000 callbacks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 menus.py:23(CompletionsMenuControl)
        2    0.000    0.000    0.000    0.000 vt100_output.py:146(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:651(<genexpr>)
        1    0.000    0.000    0.000    0.000 generics.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:94(Leaf)
        1    0.000    0.000    0.000    0.000 common.py:59(PushBackIterator)
        1    0.000    0.000    0.000    0.000 tree.py:931(ImportFrom)
        1    0.000    0.000    0.000    0.000 tree.py:1179(Param)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:43(AnsiToWin32)
        1    0.000    0.000    0.000    0.000 win32.py:4(<module>)
        1    0.000    0.000    0.000    0.000 context.py:6(Context)
        1    0.000    0.000    0.013    0.013 __init__.py:74(_patch_async)
       17    0.000    0.000    0.000    0.000 defaults.py:54(<genexpr>)
        3    0.000    0.000    0.000    0.000 runtime.py:277(_all)
        1    0.000    0.000    0.000    0.000 runtime.py:565(Undefined)
        4    0.000    0.000    0.000    0.000 lexer.py:240(<genexpr>)
        1    0.000    0.000    0.000    0.000 lexer.py:301(TokenStream)
        1    0.000    0.000    0.000    0.000 plurals.py:208(_PluralTuple)
        1    0.000    0.000    0.000    0.000 catalog.py:75(Message)
        1    0.000    0.000    0.000    0.000 cgi.py:362(FieldStorage)
       13    0.000    0.000    0.000    0.000 plural.py:501(_binary_compiler)
        1    0.000    0.000    0.000    0.000 util.py:191(odict)
        1    0.000    0.000    0.000    0.000 coroutines.py:87(CoroWrapper)
        2    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:23(Task)
        1    0.000    0.000    0.000    0.000 __init__.py:76(__init__)
        1    0.000    0.000    0.000    0.000 io.py:40(Input)
        1    0.000    0.000    0.000    0.000 _compat.py:16(<module>)
        1    0.000    0.000    0.000    0.000 states.py:2646(SubstitutionDef)
        1    0.000    0.000    0.000    0.000 en.py:13(<module>)
        1    0.000    0.000    0.000    0.000 smartquotes.py:382(smartchars)
       40    0.000    0.000    0.000    0.000 addnodes.py:296(<genexpr>)
        1    0.000    0.000    0.000    0.000 matching.py:10(<module>)
        1    0.000    0.000    0.000    0.000 plural.py:76(PluralRule)
        1    0.000    0.000    0.000    0.000 __init__.py:22(_TranslationProxy)
        1    0.000    0.000    0.000    0.000 filecmp.py:86(dircmp)
        1    0.000    0.000    0.001    0.001 display.py:25(DisplayMagics)
        1    0.000    0.000    0.000    0.000 cProfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 extension.py:24(ExtensionMagics)
        1    0.000    0.000    0.000    0.000 extension.py:2(<module>)
        1    0.000    0.000    0.000    0.000 attrsettr.py:2(<module>)
        1    0.000    0.000    0.000    0.000 launcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 channelsabc.py:27(HBChannelABC)
        1    0.000    0.000    0.000    0.000 clientabc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 session.py:121(new_id)
        1    0.000    0.000    0.000    0.000 ioloop.py:978(PeriodicCallback)
        1    0.000    0.000    0.000    0.000 util.py:102(GzipDecompressor)
        1    0.000    0.000    0.000    0.000 posix.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:33(LocaleTime)
        1    0.000    0.000    0.000    0.000 manager.py:18(CommManager)
        1    0.000    0.000    0.000    0.000 valuewidget.py:4(<module>)
        1    0.000    0.000    0.000    0.000 widget_bool.py:16(_Bool)
        1    0.000    0.000    0.000    0.000 widget_float.py:20(_Float)
        1    0.000    0.000    0.000    0.000 widget_string.py:42(HTMLMath)
        1    0.000    0.000    0.000    0.000 interaction.py:559(fixed)
        1    0.000    0.000    0.000    0.000 widget_link.py:78(DirectionalLink)
        1    0.000    0.000    0.000    0.000 optimizer.py:18(<module>)
        1    0.000    0.000    0.000    0.000 idtracking.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loaders.py:376(ChoiceLoader)
        1    0.000    0.000    0.000    0.000 bccache.py:195(FileSystemBytecodeCache)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:163(patch_filters)
       33    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
       16    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       17    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       22    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 os.py:1007(__getattr__)
        1    0.000    0.000    0.000    0.000 posixpath.py:102(split)
        3    0.000    0.000    0.000    0.000 re.py:214(findall)
        2    0.000    0.000    0.000    0.000 enum.py:579(__hash__)
